inchikey,smiles_canonical,smiles_original,cas,name,chembl_id,endpoint,value,value_units,value_log,value_class,species,species_taxonomy,test_type,exposure_route,exposure_duration_h,effect,source,source_ref,source_record_id,year_reported,aggregation_n,aggregation_method,aggregation_cv,quality_flags
BGNQYGRXEXDAIQ-UHFFFAOYSA-N,CCOC(=O)c1cnn(C)c1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,CCOC(=O)c1cnn(C)c1[S](=O)(=O)NC(=O)Nc2nc(OC)cc(OC)n2,93697-74-6,,,algae_growth_ec50,0.0009599999999999999,mg/L,-8.634829558969402,,Raphidocelis subcapitata,Plantae;Chlorophyta;nan;nan;Chlorophyceae;Sphaeropleales;Selenastraceae;Raphidocelis;Raphidocelis subcapitata,in_vivo,aquatic,72.0,biomass,EPA ECOTOX ASCII,EPA ECOTOX,734825,2009,1,single,,
PXMNMQRDXWABCY-UHFFFAOYSA-N,CC(C)(C)C(O)(CCc1ccc(Cl)cc1)Cn1cncn1,CC(C)(C)C(O)(CCc1ccc(Cl)cc1)Cn2cncn2,107534-96-3,,,algae_growth_ec50,3.409164120426003,mg/L,-4.954695738729518,,Raphidocelis subcapitata,Plantae;Chlorophyta;nan;nan;Chlorophyceae;Sphaeropleales;Selenastraceae;Raphidocelis;Raphidocelis subcapitata,in_vivo,aquatic,72.0,biomass,EPA ECOTOX ASCII,EPA ECOTOX,2487170,2019,2,geomean,0.3943863173941871,
CHIFOSRWCNZCFN-UHFFFAOYSA-N,CCC(CC)Nc1c([N+](=O)[O-])cc(C)c(C)c1[N+](=O)[O-],CCC(CC)Nc1c(cc(C)c(C)c1[N+]([O-])=O)[N+]([O-])=O,40487-42-1,,,algae_growth_ec50,0.18077102739773465,mg/L,-6.191790038909523,,Raphidocelis subcapitata,Plantae;Chlorophyta;nan;nan;Chlorophyceae;Sphaeropleales;Selenastraceae;Raphidocelis;Raphidocelis subcapitata,in_vivo,aquatic,72.0,biomass,EPA ECOTOX ASCII,EPA ECOTOX,206223,2002,6,geomean,2.0063614617664745,high_cv
BTKXLQSCEOHKTF-SREVYHEPSA-N,CCCC/C=C\CCCCCCCCCCOC(C)=O,CCCC\C=C/CCCCCCCCCCOC(C)=O,34010-21-4,,,algae_growth_ec50,103.74,mg/L,-3.4346967548310245,,Desmodesmus subspicatus,Plantae;Chlorophyta;nan;nan;Chlorophyceae;Chlorococcales;Scenedesmaceae;Desmodesmus;Desmodesmus subspicatus,in_vivo,aquatic,72.0,biomass,EPA ECOTOX ASCII,EPA ECOTOX,241665,2007,1,single,,
MLYYVTUWGNIJIB-UHFFFAOYSA-N,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)C(NC(=O)Cn4cnnn4)C3SC2)s1,[Na+].Cc1sc(SCC2=C(N3C(SC2)C(NC(=O)Cn4cnnn4)C3=O)C([O-])=O)nn1,27164-46-1,,,algae_growth_ec50,1000.0,mg/L,-2.657084563104817,,Selenastrum capricornutum,Plantae;Chlorophyta;nan;nan;Chlorophyceae;Sphaeropleales;Selenastraceae;Selenastrum;Selenastrum capricornutum,in_vivo,aquatic,72.0,biomass,EPA ECOTOX ASCII,EPA ECOTOX,2011358,2012,1,single,,
QSNSCYSYFYORTR-UHFFFAOYSA-N,Nc1ccc(Cl)cc1,Nc1ccc(Cl)cc1,106-47-8,,,algae_growth_ec50,3.4294047081777,mg/L,-4.568649528541699,,Desmodesmus subspicatus,Plantae;Chlorophyta;nan;nan;Chlorophyceae;Chlorococcales;Scenedesmaceae;Desmodesmus;Desmodesmus subspicatus,in_vivo,aquatic,72.0,biomass,EPA ECOTOX ASCII,EPA ECOTOX,108028,2021,3,geomean,0.5761067595933647,high_cv
NUIURNJTPRWVAP-UHFFFAOYSA-N,Cc1cc(-c2ccc(N)c(C)c2)ccc1N,Cc1cc(ccc1N)c2ccc(N)c(C)c2,119-93-7,,,algae_growth_ec50,5.585696017507576,mg/L,-4.579527555758928,,Desmodesmus subspicatus,Plantae;Chlorophyta;nan;nan;Chlorophyceae;Chlorococcales;Scenedesmaceae;Desmodesmus;Desmodesmus subspicatus,in_vivo,aquatic,72.0,biomass,EPA ECOTOX ASCII,EPA ECOTOX,29277,2021,2,geomean,0.4872500509016546,
NFACJZMKEDPNKN-UHFFFAOYSA-N,COP(=O)(OC)C(O)C(Cl)(Cl)Cl,CO[P](=O)(OC)C(O)C(Cl)(Cl)Cl,52-68-6,,,algae_growth_ec50,117.7,mg/L,-3.3373321397478435,,Selenastrum capricornutum,Plantae;Chlorophyta;nan;nan;Chlorophyceae;Sphaeropleales;Selenastraceae;Selenastrum;Selenastrum capricornutum,in_vivo,aquatic,72.0,biomass,EPA ECOTOX ASCII,EPA ECOTOX,2142974,2013,1,single,,
QNBTYORWCCMPQP-JXAWBTAJSA-N,COc1ccc(/C(=C\C(=O)N2CCOCC2)c2ccc(Cl)cc2)cc1OC,COc1ccc(cc1OC)C(=C\C(=O)N2CCOCC2)/c3ccc(Cl)cc3,110488-70-5,,,algae_growth_ec50,47.46,mg/L,-3.911522066315785,,Chlorella vulgaris,Plantae;Chlorophyta;nan;nan;Chlorophyceae;Chlorococcales;Oocystaceae;Chlorella;Chlorella vulgaris,in_vivo,aquatic,72.0,biomass,EPA ECOTOX ASCII,EPA ECOTOX,2344349,2016,1,single,,
MUHBBHLZPHKTTR-VUMGMMBSSA-N,CN(C)C1C(=O)C(C(N)=O)C(=O)[C@@]2(O)C(=O)C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)c4c(O)cccc4[C@@]3(C)O)C(=O)[C@]2(O)C(=O)\C(=C(N)/O)C1=O,60-54-8,,,algae_growth_ec50,2.6985181118532444,mg/L,-5.216407522397027,,Raphidocelis subcapitata,Plantae;Chlorophyta;nan;nan;Chlorophyceae;Sphaeropleales;Selenastraceae;Raphidocelis;Raphidocelis subcapitata,in_vivo,aquatic,72.0,biomass,EPA ECOTOX ASCII,EPA ECOTOX,2178581,2014,2,geomean,0.2848960171023839,
WVQBLGZPHOPPFO-UHFFFAOYSA-N,CCc1cccc(C)c1N(C(=O)CCl)C(C)COC,CCc1cccc(C)c1N(C(C)COC)C(=O)CCl,51218-45-2,,,algae_growth_ec50,0.26097282022313917,mg/L,-6.035396602471344,,Raphidocelis subcapitata,Plantae;Chlorophyta;nan;nan;Chlorophyceae;Sphaeropleales;Selenastraceae;Raphidocelis;Raphidocelis subcapitata,in_vivo,aquatic,72.0,biomass,EPA ECOTOX ASCII,EPA ECOTOX,2191550,2014,6,geomean,2.424872886860939,high_cv
NAGRVUXEKKZNHT-UHFFFAOYSA-N,COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2c(Cl)nc3ccccn23)n1,COc1cc(OC)nc(NC(=O)N[S](=O)(=O)c2n3ccccc3nc2Cl)n1,122548-33-8,,,algae_growth_ec50,0.206,mg/L,-6.301067590231203,,Raphidocelis subcapitata,Plantae;Chlorophyta;nan;nan;Chlorophyceae;Sphaeropleales;Selenastraceae;Raphidocelis;Raphidocelis subcapitata,in_vivo,aquatic,72.0,biomass,EPA ECOTOX ASCII,EPA ECOTOX,734826,2009,1,single,,
QYPNKSZPJQQLRK-UHFFFAOYSA-N,CCc1ccc(C(=O)NN(C(=O)c2cc(C)cc(C)c2)C(C)(C)C)cc1,CCc1ccc(cc1)C(=O)NN(C(=O)c2cc(C)cc(C)c2)C(C)(C)C,112410-23-8,,,algae_growth_ec50,0.13,mg/L,-6.432864591633037,,Chlorella vulgaris,Plantae;Chlorophyta;nan;nan;Chlorophyceae;Chlorococcales;Oocystaceae;Chlorella;Chlorella vulgaris,in_vivo,aquatic,72.0,biomass,EPA ECOTOX ASCII,EPA ECOTOX,735201,2009,2,geomean,0.0,
HGKPGBJNNATDRR-UHFFFAOYSA-N,Cn1c(=O)c2c(nc(Cl)n2C)n(C)c1=O,CN1C(=O)N(C)c2nc(Cl)n(C)c2C1=O,4921-49-7,,,algae_growth_ec50,150.0,mg/L,-3.181922445630458,,Raphidocelis subcapitata,Plantae;Chlorophyta;nan;nan;Chlorophyceae;Sphaeropleales;Selenastraceae;Raphidocelis;Raphidocelis subcapitata,in_vivo,aquatic,72.0,biomass,EPA ECOTOX ASCII,EPA ECOTOX,2353515,2016,1,single,,
ZNOLGFHPUIJIMJ-UHFFFAOYSA-N,COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(C)c1,CO[P](=S)(OC)Oc1ccc(c(C)c1)[N+]([O-])=O,122-14-5,,,algae_growth_ec50,0.7140378141247142,mg/L,-5.5887858058039805,,Raphidocelis subcapitata,Plantae;Chlorophyta;nan;nan;Chlorophyceae;Sphaeropleales;Selenastraceae;Raphidocelis;Raphidocelis subcapitata,in_vivo,aquatic,72.0,biomass,EPA ECOTOX ASCII,EPA ECOTOX,733146,2009,2,geomean,0.49613393827515145,
WXNZTHHGJRFXKQ-UHFFFAOYSA-N,Oc1ccc(Cl)cc1,Oc1ccc(Cl)cc1,106-48-9,,,algae_growth_ec50,17.686919326027187,mg/L,-3.859567588528864,,Desmodesmus subspicatus,Plantae;Chlorophyta;nan;nan;Chlorophyceae;Chlorococcales;Scenedesmaceae;Desmodesmus;Desmodesmus subspicatus,in_vivo,aquatic,72.0,biomass,EPA ECOTOX ASCII,EPA ECOTOX,108021,2021,5,geomean,0.7962913255864776,high_cv
HFZWRUODUSTPEG-UHFFFAOYSA-N,Oc1ccc(Cl)cc1Cl,Oc1ccc(Cl)cc1Cl,120-83-2,,,algae_growth_ec50,8.13,mg/L,-4.299327734114247,,Raphidocelis subcapitata,Plantae;Chlorophyta;nan;nan;Chlorophyceae;Sphaeropleales;Selenastraceae;Raphidocelis;Raphidocelis subcapitata,in_vivo,aquatic,72.0,biomass,EPA ECOTOX ASCII,EPA ECOTOX,2668276,2022,1,single,,
IGFHQQFPSIBGKE-UHFFFAOYSA-N,CCCCCCCCCc1ccc(O)cc1,CCCCCCCCCc1ccc(O)cc1,104-40-5,,,algae_growth_ec50,0.31478022799148286,mg/L,-5.844775777733305,,Raphidocelis subcapitata,Plantae;Chlorophyta;nan;nan;Chlorophyceae;Sphaeropleales;Selenastraceae;Raphidocelis;Raphidocelis subcapitata,in_vivo,aquatic,72.0,biomass,EPA ECOTOX ASCII,EPA ECOTOX,734922,2025,3,geomean,0.6008657015786667,high_cv
BGZZWXTVIYUUEY-UHFFFAOYSA-N,CS(=O)(=O)NC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],[Na+].C[S](=O)(=O)[N-]C(=O)c1cc(Oc2ccc(cc2Cl)C(F)(F)F)ccc1[N+]([O-])=O,108731-70-0,,,algae_growth_ec50,0.092,mg/L,-6.6776763868627045,,Raphidocelis subcapitata,Plantae;Chlorophyta;nan;nan;Chlorophyceae;Sphaeropleales;Selenastraceae;Raphidocelis;Raphidocelis subcapitata,in_vivo,aquatic,72.0,biomass,EPA ECOTOX ASCII,EPA ECOTOX,2115962,2013,1,single,,
STCOOQWBFONSKY-UHFFFAOYSA-N,CCCCOP(=O)(OCCCC)OCCCC,CCCCO[P](=O)(OCCCC)OCCCC,126-73-8,,,algae_growth_ec50,1.7549928774784245,mg/L,-5.1808750919850715,,Desmodesmus subspicatus,Plantae;Chlorophyta;nan;nan;Chlorophyceae;Chlorococcales;Scenedesmaceae;Desmodesmus;Desmodesmus subspicatus,in_vivo,aquatic,72.0,biomass,EPA ECOTOX ASCII,EPA ECOTOX,107954,2021,2,geomean,0.6164520656498106,high_cv
ONKNPOPIGWHAQC-UHFFFAOYSA-N,CC1COCc2cc3c(cc21)C(C)(C)C(C)C3(C)C,CC1COCc2cc3c(cc12)C(C)(C)C(C)C3(C)C,1222-05-5,,,algae_growth_ec50,0.7050026220872349,mg/L,-5.56376275635079,,Raphidocelis subcapitata,Plantae;Chlorophyta;nan;nan;Chlorophyceae;Sphaeropleales;Selenastraceae;Raphidocelis;Raphidocelis subcapitata,in_vivo,aquatic,72.0,biomass,EPA ECOTOX ASCII,EPA ECOTOX,2638003,2021,6,geomean,0.22759749417546296,
OUIHCYLHPLXIKD-UHFFFAOYSA-N,COc1cc(N=S(=O)(O)c2ccc(N)cc2)nc(OC)n1,[Na+].COc1cc(nc(OC)n1)N=[S]([O-])(=O)c2ccc(N)cc2,1037-50-9,,,algae_growth_ec50,5.075431016179807,mg/L,-4.785991828452218,,Selenastrum capricornutum,Plantae;Chlorophyta;nan;nan;Chlorophyceae;Sphaeropleales;Selenastraceae;Selenastrum;Selenastrum capricornutum,in_vivo,aquatic,72.0,biomass,EPA ECOTOX ASCII,EPA ECOTOX,2011350,2012,2,geomean,0.9323333855644849,high_cv
RLLPVAHGXHCWKJ-UHFFFAOYSA-N,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1,CN1C(=O)C(C(=O)Nc2ccc(Cl)c(Cl)c2)C(=O)N(C)C1=O.CC3(C)C(C=C(Cl)Cl)C3C(=O)OCc4cccc(Oc5ccccc5)c4,98119-34-7,,,algae_growth_ec50,0.8595149214406539,mg/L,-5.656899094193357,,Desmodesmus subspicatus,Plantae;Chlorophyta;nan;nan;Chlorophyceae;Chlorococcales;Scenedesmaceae;Desmodesmus;Desmodesmus subspicatus,in_vivo,aquatic,72.0,biomass,EPA ECOTOX ASCII,EPA ECOTOX,148117,2019,6,geomean,0.5792712229554813,high_cv
WPALTCMYPARVNV-UHFFFAOYSA-N,CCc1nn(C)c(C(=O)NCc2ccc(Oc3ccc(C)cc3)cc2)c1Cl,CCc1nn(C)c(C(=O)NCc2ccc(Oc3ccc(C)cc3)cc2)c1Cl,129558-76-5,,,algae_growth_ec50,0.3698648401781386,mg/L,-6.015314508127513,,Raphidocelis subcapitata,Plantae;Chlorophyta;nan;nan;Chlorophyceae;Sphaeropleales;Selenastraceae;Raphidocelis;Raphidocelis subcapitata,in_vivo,aquatic,72.0,biomass,EPA ECOTOX ASCII,EPA ECOTOX,2114170,2013,2,geomean,0.872599857634463,high_cv
UZXIHLNNJNITMJ-UHFFFAOYSA-N,CC1=C(C(=O)Nc2ccccc2)[S+]([O-])CCO1,CC1=C(C(=O)Nc2ccccc2)[S](=O)CCO1,17757-70-9,,,algae_growth_ec50,0.66,mg/L,-5.5802363813826235,,Raphidocelis subcapitata,Plantae;Chlorophyta;nan;nan;Chlorophyceae;Sphaeropleales;Selenastraceae;Raphidocelis;Raphidocelis subcapitata,in_vivo,aquatic,72.0,biomass,EPA ECOTOX ASCII,EPA ECOTOX,2440028,2018,1,single,,
