inchikey,smiles_canonical,algae_growth_ec50_value_log,bcf_value_log,bee_acute_contact_ld50_value_log,bee_acute_oral_ld50_value_log,bird_acute_oral_ld50_value_log,daphnia_acute_ec50_value_log,earthworm_acute_lc50_value_log,fish_acute_lc50_value_log,rat_acute_oral_ld50_value_log,skin_sensitization_value_log,soil_dt50_value_log,soil_koc_value_log,presence_count
CIEXPHRYOLIQQD-UHFFFAOYSA-N,COC(=O)C(C)N(C(=O)c1ccco1)c1c(C)cccc1C,,,,0.6989700043360189,,,,,0.49437179869160824,,,,2
LINPVWIEWJTEEJ-UHFFFAOYSA-N,COC(=O)C1(O)c2ccccc2-c2ccc(Cl)cc21,,,1.3979400086720377,,,,,,1.0535482549678754,,,,2
DBXFMOWZRXXBRN-UHFFFAOYSA-N,COC(=O)CC(NC(=O)C(NC(=O)OC(C)C)C(C)C)c1ccc(Cl)cc1,,,,1.290034611362518,3.3521825181113627,,,,,,,,2
WOZQBERUBLYCEG-UHFFFAOYSA-N,COC(=O)Nc1ccc(Cl)c(Cl)c1,,,,,,,,,0.377255374173185,,,2.74,2
NPOJQCVWMSKXDN-UHFFFAOYSA-N,COC(=O)c1c(Cl)c(Cl)c(C(=O)OC)c(Cl)c1Cl,,,1.6989700043360187,,,,,,,,,3.7,2
NIFKBBMCXCMCAO-UHFFFAOYSA-N,COC(=O)c1ccc(CNS(C)(=O)=O)cc1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,,,1.1139433523068367,,3.3010299956639813,,,,,,,,2
QPJVMBTYPHYUOC-UHFFFAOYSA-N,COC(=O)c1ccccc1,,,,,,,,,0.9370701614370598,,,2.1,2
NIQCNGHVCWTJSM-UHFFFAOYSA-N,COC(=O)c1ccccc1C(=O)OC,,,,,,,,,1.1684346860880197,,,1.6,2
VAMXMNNIEUEQDV-UHFFFAOYSA-N,COC(=O)c1ccccc1N,,,1.3979400086720377,,,,,,1.2847339392786883,,,,2
ZDXMLEQEMNLCQG-UHFFFAOYSA-N,COC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(C)cc(C)n1,,,2.0,,,,,,,,,1.62,2
ZTYVMAQSHCZXLF-UHFFFAOYSA-N,COC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(OC(F)F)cc(OC(F)F)n1,,,2.0,,,,,,,,,1.08,2
XSKZXGDFSCCXQX-UHFFFAOYSA-N,COC(=O)c1csc(C)c1S(=O)(=O)NC(=O)n1nc(OC)n(C)c1=O,,,,2.6989700043360187,3.0727535857048314,,,,,,,,2
BZLVMXJERCGZMT-UHFFFAOYSA-N,COC(C)(C)C,,0.18,,,,,,,1.6571392235563611,,,,2
UWVQIROCRJWDKL-UHFFFAOYSA-N,COCC(=O)N(c1c(C)cccc1C)N1CCOC1=O,,,1.6989700043360187,,,,,,0.8252703283940036,,,,2
LLHKCFNBLRBOGN-UHFFFAOYSA-N,COCC(C)OC(C)=O,,,,,,,,,1.5913960672719114,,,0.36,2
XNWFRZJHXBZDAG-UHFFFAOYSA-N,COCCO,,,,,,,,-2.2144464254876834,1.472418466923412,,,,2
AWSZRJQNBMEZOI-UHFFFAOYSA-N,COCCOC(=O)C(C#N)(C(=O)c1ccccc1C(F)(F)F)c1ccc(C(C)(C)C)cc1,,,2.6989700043360187,,3.326606256887672,,,,,,,,2
XLLIQLLCWZCATF-UHFFFAOYSA-N,COCCOC(C)=O,,,,,,,,-3.4189012793344857,1.0247962198982268,,,,2
JLYFCTQDENRSOL-VIFPVBQESA-N,COC[C@H](C)N(C(=O)CCl)c1c(C)csc1C,,,,,3.0285712526925375,,,,0.12992329716041742,,,,2
DGOAXBPOVUPPEB-UHFFFAOYSA-N,CON(C(=O)c1cn(C)nc1C(F)F)C(C)Cc1c(Cl)cc(Cl)cc1Cl,,,2.0,,3.5770319856260313,,,,,,,,2
ONCZDRURRATYFI-UHFFFAOYSA-N,CON=C(C(=O)OC)c1ccccc1CON=C(C)c1cccc(C(F)(F)F)c1,,,2.3010299956639813,,3.326606256887672,,,,,,,,2
CKPCAYZTYMHQEX-UHFFFAOYSA-N,CON=C(Cc1cccnc1)c1ccc(Cl)cc1Cl,,,,1.6989700043360187,,,,,0.7633287981475483,,,,2
VEENJGZXVHKXNB-VOTSOKGWSA-N,COP(=O)(OC)O/C(C)=C/C(=O)N(C)C,,,,,,,,,-1.4206461977305764,,,1.66,2
WVLBCYQITXONBZ-UHFFFAOYSA-N,COP(=O)(OC)OC,,0.15,,,,,,,0.7780772857912318,,,,2
BUDNNLHZOCBLAU-UHFFFAOYSA-N,COP(=O)(OC)Oc1ccc(SC)cc1,,,-0.7495799976911061,,,,,,-1.5494012994350206,,,,2
MJNAIAPNXYJWCT-UHFFFAOYSA-N,COP(=O)(OC)Oc1ccc([N+](=O)[O-])c(C)c1,,0.44,,,,,,,-1.0364961912962234,,,,2
BAFQDKPJKOLXFZ-UHFFFAOYSA-N,COP(=O)(OC)Oc1ccc([N+](=O)[O-])cc1,,,,-1.5228787452803376,,,,,-1.8781924057752302,,,,2
XCBOKUAJQWDYNI-UHFFFAOYSA-N,COP(=O)(OC)Oc1nc(Cl)c(Cl)cc1Cl,,,,,,,,-8.199616746045605,0.4548369598110048,,,,2
PSTWJANBJOHFQJ-UHFFFAOYSA-N,COP(=O)(OC)SCCSC,,,,-0.6575773191777937,,,,,-1.0334325476615889,,,,2
QJRJJAATXDHPGQ-UHFFFAOYSA-N,COP(=S)(OC)Oc1cc(C)c(SC)c(C)c1,,,,,,,,-5.960285926743397,0.5345640949366964,,,,2
JHJOOSLFWRRSGU-UHFFFAOYSA-N,COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,,3.58,0.7543483357110189,,,,,,,,,,2
JISACBWYRJHSMG-UHFFFAOYSA-N,COP(=S)(OC)Oc1ccc(S(=O)(=O)N(C)C)cc1,,,-0.3798639450262425,,,,,,-1.064753058443402,,,,2
ZDHYERRNXRANLI-UHFFFAOYSA-N,COP(=S)(OC)Oc1ccc(S(C)(=O)=O)c(C)c1,,0.51,,,,,,,-0.3944654830599152,,,,2
NZNRRXXETLSZRO-UHFFFAOYSA-N,COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(Cl)c1,,1.55,,,,,,,-0.017857127556467567,,,,2
NXQDBZGWYSEGFL-UHFFFAOYSA-N,COP(=S)(OC)SCC(=O)N(c1ccc(Cl)cc1)C(C)C,,,0.6989700043360189,,,,,,0.10924842230987453,,,,2
OUCCVXVYGFBXSV-UHFFFAOYSA-N,COP(=S)(OC)SCSc1ccc(Cl)cc1,,,0.1643528557844371,,,,,,,,,4.67,2
SUYHYHLFUHHVJQ-UHFFFAOYSA-N,COP(=S)(OC)SCc1nc(N)nc(N)n1,,,,-0.3372421683184259,,,,,0.5006574084623213,,,,2
YFVOXLJXJBQDEF-UHFFFAOYSA-N,COP(N)(=S)Oc1ccccc1C(=O)OC(C)C,,,-0.28483264215154214,,,,,,-0.76200862714437,,,,2
OUNSASXJZHBGAI-UHFFFAOYSA-N,COP1(=S)OCc2ccccc2O1,,1.31,,,,,,,-0.32585559358183097,,,,2
WNZCDFOXYNRBRB-UHFFFAOYSA-N,COc1c(Cl)ccc(-c2nc(C(=O)OCc3ccccc3)c(Cl)c(N)c2F)c1F,,,2.0,,3.3521825181113627,,,,,,,,2
AMSPWOYQQAWRRM-UHFFFAOYSA-N,COc1cc(C)c(C(=O)c2c(OC)ccc(Br)c2C)c(OC)c1OC,,,,1.834738518903841,3.3064250275506875,,,,,,,,2
NMVCBWZLCXANER-UHFFFAOYSA-N,COc1cc(C)c(C(=O)c2c(OC)ncc(Cl)c2C)c(OC)c1OC,,,,1.8044801891059927,3.3010299956639813,,,,,,,,2
NIAJPNQTKGWEOI-UHFFFAOYSA-N,COc1cc(Cl)c(Cl)c(Cl)c1O,,1.97,,,,,,,,,,2.8,2
GLBLPMUBLHYFCW-UHFFFAOYSA-N,COc1cc(OC)n2nc(NS(=O)(=O)c3c(C(F)(F)F)ccnc3OC)nc2n1,,,2.0,,3.3010299956639813,,,,,,,,2
VGHPMIFEKOFHHQ-UHFFFAOYSA-N,COc1cc(OC)n2nc(S(=O)(=O)Nc3c(Cl)ccc(C)c3Cl)nc2n1,,,1.6989700043360187,,3.326606256887672,,,,,,,,2
CTTHWASMBLQOFR-UHFFFAOYSA-N,COc1cc(OC)nc(NC(=O)NS(=O)(=O)N(C)S(C)(=O)=O)n1,,,1.6989700043360187,,3.3010299956639813,,,,,,,,2
OFSLKOLYLQSJPB-UHFFFAOYSA-N,COc1cc(OC)nc(NC(=O)NS(=O)(=O)Nc2ccccc2C(=O)C2CC2)n1,-9.193027257153297,,,1.6989700043360187,,,,,,,,,2
UCDPMNSCCRBWIC-UHFFFAOYSA-N,COc1cc(OC)nc(NC(=O)NS(=O)(=O)Nc2ccccc2C(=O)N(C)C)n1,,,2.0,,3.136268888687619,,,,,,,,2
HICJAEZEEBOKGV-UHFFFAOYSA-N,COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2c(NC=O)cccc2C(=O)N(C)C)n1,,,,,3.3010299956639813,,,-3.647514670272678,,,,,2
DXXVCXKMSWHGTF-UHFFFAOYSA-N,COc1cc(Oc2ccc(Cl)cc2Cl)ccc1[N+](=O)[O-],,3.59,,,,,,,1.7597408453556098,,,,2
VHLKTXFWDRXILV-UHFFFAOYSA-N,COc1ccc(-c2ccccc2)cc1NNC(=O)OC(C)C,,,0.8920946026904804,,2.355323828646252,,,,,,,,2
QNBTYORWCCMPQP-UHFFFAOYSA-N,COc1ccc(C(=CC(=O)N2CCOCC2)c2ccc(Cl)cc2)cc1OC,,,1.6989700043360187,,,,,,1.003214806829394,,,,2
DXGLGDHPHMLXJC-UHFFFAOYSA-N,COc1ccc(C(=O)c2ccccc2)c(O)c1,,1.97,,,,,,,1.511147096975958,,,,2
SGTNSNPWRIOYBX-UHFFFAOYSA-N,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,,,,,,,,-5.222757731844308,-0.5345209559330529,,,,2
QFMJFXFXQAFGBO-UHFFFAOYSA-N,COc1ccc(N)c([N+](=O)[O-])c1,,0.85,,,,,,,1.9237715712086967,,,,2
BHAAPTBBJKJZER-UHFFFAOYSA-N,COc1ccc(N)cc1,,,,,,,,,1.0304273277112668,,,1.93,2
XQVCBOLNTSUFGD-UHFFFAOYSA-N,COc1ccc(N)cc1Cl,,,,,,,,,0.5443816032851502,,,1.93,2
KXKCTSZYNCDFFG-UHFFFAOYSA-N,COc1ccc([N+](=O)[O-])cc1O,,,1.6989700043360187,,3.3153404766272883,,,,,,,,2
QCAWEPFNJXQPAN-UHFFFAOYSA-N,COc1cccc(C(=O)NN(C(=O)c2cc(C)cc(C)c2)C(C)(C)C)c1C,,,2.0,,3.3521825181113627,,,,,,,,2
ASHGTJPOSUFTGB-UHFFFAOYSA-N,COc1cccc(O)c1,,,,,,,,,0.6823690570283995,,,1.5,2
KLIDCXVFHGNTTM-UHFFFAOYSA-N,COc1cccc(OC)c1O,-5.011607074968111,,,,,,,,0.5526643554704509,,,,2
CFBYEGUGFPZCNF-UHFFFAOYSA-N,COc1ccccc1[N+](=O)[O-],,0.7,,,,,,,0.6844194041614775,,,,2
SYJGKVOENHZYMQ-UHFFFAOYSA-N,COc1cnc(OC)n2nc(NS(=O)(=O)c3c(OCC(F)F)cccc3C(F)(F)F)nc12,,,1.7849737099544007,,3.302828339626217,,,,,,,,2
UMGUWHJHKWNCHG-UHFFFAOYSA-N,COc1nc(C)nc(NS(=O)(=O)c2ccccc2Cl)n1,,,,,,,3.3010299956639813,,,,1.4771212547196624,,2
KVEQCVKVIFQSGC-UHFFFAOYSA-N,COc1nc(NC(=O)NS(=O)(=O)c2ccccc2C(F)(F)F)nc(C(F)(F)F)n1,,,2.6989700043360187,,,,,,1.0237105759835656,,,,2
QZXATCCPQKOEIH-UHFFFAOYSA-N,COc1ncc(F)c2nc(S(=O)(=O)Nc3c(F)cccc3F)nn12,,,2.0,,3.0195316845312554,,,,,,,,2
OYIKARCXOQLFHF-UHFFFAOYSA-N,CS(=O)(=O)c1cc(C(F)(F)F)ccc1C(=O)c1cnoc1C1CC1,,,1.6989700043360187,,3.3324384599156054,,,,,,,,2
PQTBTIFWAXVEPB-UHFFFAOYSA-N,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1,,,,1.6989700043360187,3.1778518520077856,,,,,,,,2
IUQAXCIUEPFPSF-UHFFFAOYSA-N,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F,,,,1.6989700043360187,3.3521825181113627,,,,,,,,2
VOOCRSZCSBMRRF-UHFFFAOYSA-N,CS(=O)(=O)c1ccc([N+](=O)[O-])c(C(=O)C2CCCC(=O)C2=O)c1,,,,,,,2.8129133566428557,,,,1.4393326938302626,,2
XDOTVMNBCQVZKG-MKICQXMISA-N,CS/C(C)=N/OC(=O)N(C)SN(C)C(=O)O/N=C(\C)SC,,,,,,,,,-0.7295194586802094,,,2.54,2
UELITFHSCLAHKR-UHFFFAOYSA-N,CSC(=O)c1cccc2nnsc12,,,,1.8730298120610442,3.3010299956639813,,,,,,,,2
XDOTVMNBCQVZKG-UHFFFAOYSA-N,CSC(C)=NOC(=O)N(C)SN(C)C(=O)ON=C(C)SC,,,,-0.8860566476931632,3.3059958827708047,,,,,,,,2
LMVPQMGRYSRMIW-UHFFFAOYSA-N,CSC1=NC(C)(c2ccccc2)C(=O)N1Nc1ccccc1,,,1.8109042806687004,,3.1467861261704595,,,,,,,,2
AAEVYOVXGOFMJO-UHFFFAOYSA-N,CSc1nc(NC(C)C)nc(NC(C)C)n1,,,1.9853815602319969,,,,,,,,,2.85,2
JUZXDNPBRPUIOR-UHFFFAOYSA-N,C[N+](C)(C)CCCl,,,1.8494850021680094,,,,,,0.6915312644182254,,,,2
IAZDPXIOMUYVGZ-UHFFFAOYSA-N,C[S+](C)[O-],,0.6,,,,,,,2.2691958135745356,,,,2
XCLIHDJZGPCUBT-UHFFFAOYSA-N,C[Si](C)(O)O,,,,,,-2.8957405213220877,,-3.3741504874856556,,,,,2
PSYBGEADHLUXCS-UHFFFAOYSA-N,Cc1[nH]c(=O)n(C(C)C)c(=O)c1Br,,,,,,,,,1.1405431219675297,,,2.11,2
BREATYVWRHIPIY-UHFFFAOYSA-N,Cc1c(Br)c2ccc(F)cc2n1S(=O)(=O)c1ncn(S(=O)(=O)N(C)C)n1,,,1.6989700043360187,,3.167327383441621,,,,,,,,2
LZGHIKQCORIFDW-UHFFFAOYSA-N,Cc1c(C(=O)Nc2cc(Cl)cc(C(=O)NC(C)C)c2Cl)nn(-c2ncccc2Cl)c1Br,,,,,,,3.0791812460476247,,,,1.3010299956639813,,2
BPPVUXSMLBXYGG-UHFFFAOYSA-N,Cc1c(C(=O)c2c[nH]n(C)c2=O)ccc(S(C)(=O)=O)c1C1=NOCC1,,,,1.932220013877119,3.168229866924265,,,,,,,,2
OMFRMAHOUUJSGP-MVNMAQKPSA-N,Cc1c(COC(=O)C2[C@H](/C=C(\Cl)C(F)(F)F)C2(C)C)cccc1-c1ccccc1,,,,,,,,,-0.8890456436976065,,,5.35,2
XCSNRORTQRKCHB-UHFFFAOYSA-N,Cc1c(Cl)cccc1[N+](=O)[O-],,1.99,,,,,,,1.13246976385458,,,,2
ZFHGXWPMULPQSE-WTKPLQERSA-N,Cc1c(F)c(F)c(COC(=O)C2C(/C=C(\Cl)C(F)(F)F)C2(C)C)c(F)c1F,,,,,2.801808575454049,,,,-1.2788128759307815,,,,2
XTRDKALNCIHHNI-UHFFFAOYSA-N,Cc1c([N+](=O)[O-])cccc1[N+](=O)[O-],,1.34,,,,,,,-0.012176279655328623,,,,2
ARSRBNBHOADGJU-UHFFFAOYSA-N,Cc1c2ccccc2c(C)c2c1ccc1ccccc12,,,,,,,,,0.10609544125602802,,,5.37,2
NUIURNJTPRWVAP-UHFFFAOYSA-N,Cc1cc(-c2ccc(N)c(C)c2)ccc1N,-4.579527555758928,1.67,,,,,,,,,,,2
HWGBHCRJGXAGEU-UHFFFAOYSA-N,Cc1cc(=O)[nH]c(=S)[nH]1,,,,,,,,,1.023741494447515,,,2.14,2
AJPIUNPJBFBUKK-UHFFFAOYSA-N,Cc1cc(=O)[nH]c(C(C)C)n1,,0.26,,,,,,,1.2492489325898195,,,,2
NLZUEZXRPGMBCV-UHFFFAOYSA-N,Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,,3.03,,,,,,,0.6066067833181935,,,,2
ZGNITFSDLCMLGI-UHFFFAOYSA-N,Cc1cc(C(F)(C(F)(F)F)C(F)(F)F)ccc1NC(=O)c1cccc(I)c1C(=O)NC(C)(C)CS(C)(=O)=O,,,2.3010299956639813,,3.1149027174110753,,,,,,,,2
SQNZJJAZBFDUTD-UHFFFAOYSA-N,Cc1cc(C)c(C)cc1C,,,,,,,,,1.7169553337693124,,,3.12,2
GOLXNESZZPUPJE-UHFFFAOYSA-N,Cc1cc(C)c(C2=C(OC(=O)CC(C)(C)C)C3(CCCC3)OC2=O)c(C)c1,,,2.3010299956639813,,3.3010299956639813,,,,,,,,2
BPRYUXCVCCNUFE-UHFFFAOYSA-N,Cc1cc(C)c(O)c(C)c1,,0.93,,,,-4.615308492587334,,,,,,,2
HPNSNYBUADCFDR-UHFFFAOYSA-N,Cc1cc(C)cc(C(=O)N(NC(=O)c2ccc3c(c2C)CCCO3)C(C)(C)C)c1,,,1.6989700043360187,,3.3010299956639813,,,,,,,,2
AUHZEENZYGFFBQ-UHFFFAOYSA-N,Cc1cc(C)cc(C)c1,,2.27,,,,,,,,,,2.82,2
FZMKKCQHDROFNI-UHFFFAOYSA-N,Cc1cc(C)nc(NC(=O)NS(=O)(=O)c2ccccc2C(=O)O)n1,,,1.6989700043360187,,,,,,,,,1.8,2
IOXAXYHXMLCCJJ-UHFFFAOYSA-N,Cc1cc(C)nc(NC(=O)NS(=O)(=O)c2ccccc2C(=O)OC2COC2)n1,,,,1.6989700043360187,3.303999801203896,,,,,,,,2
CXNVOWPRHWWCQR-UHFFFAOYSA-N,Cc1cc(Cl)ccc1N,,1.54,,,,,,,0.875160221553206,,,,2
RHPUJHQBPORFGV-UHFFFAOYSA-N,Cc1cc(Cl)ccc1O,,1.33,,,,,,,0.9232019100367982,,,,2
PIIZYNQECPTVEO-UHFFFAOYSA-N,Cc1cc(O)ccc1[N+](=O)[O-],,1.06,,,,,,,0.8943689304781262,,,,2
RDBIYWSVMRVKSG-UHFFFAOYSA-N,Cc1cc(OC(=O)N(C)C)nn1C(=O)N(C)C,,,0.7664128471123994,,,,,,-0.9824923780551852,,,,2
WMKZDPFZIZQROT-UHFFFAOYSA-N,Cc1cc(OC(C)C)ccc1C(=O)C(C)(C)NC(=O)c1sccc1C,,,,1.8779469516291882,3.3010299956639813,,,,,,,,2
QXAITBQSYVNQDR-ZIOPAAQOSA-N,Cc1ccc(/N=C/N(C)/C=N/c2ccc(C)cc2C)c(C)c1,,,,,,,,,0.13491202621177278,,,3.0,2
NWUWYYSKZYIQAE-UHFFFAOYSA-N,Cc1ccc(C(C)NC(=O)C(NC(=O)OC(C)C)C(C)C)cc1,,,,2.6989700043360187,3.3010299956639813,,,,,,,,2
GWHJZXXIDMPWGX-UHFFFAOYSA-N,Cc1ccc(C)c(C)c1,,2.08,,,,,,,1.4363528937346017,,,,2
VOWZNBNDMFLQGM-UHFFFAOYSA-N,Cc1ccc(C)c(N)c1,,0.58,,,,,,,1.0298347477856213,,,,2
NPDACUSDTOMAMK-UHFFFAOYSA-N,Cc1ccc(Cl)cc1,,1.76,,,,,,,1.2217673170265508,,,,2
HYVWIQDYBVKITD-UHFFFAOYSA-N,Cc1ccc(N(SC(F)(Cl)Cl)S(=O)(=O)N(C)C)cc1,,,,1.6334684555795866,3.3010299956639813,,,,,,,,2
LTPSRQRIPCVMKQ-UHFFFAOYSA-N,Cc1ccc(N)c(S(=O)(=O)O)c1,,0.6,,,,,,,1.7962738584170455,,,,2
DOLQYFPDPKPQSS-UHFFFAOYSA-N,Cc1ccc(N)cc1C,,0.95,,,,,,,0.825379790580191,,,,2
VOZKAJLKRJDJLL-UHFFFAOYSA-N,Cc1ccc(N)cc1N,,1.7,,,,,,,-0.22333730704749682,,,,2
KUFFULVDNCHOFZ-UHFFFAOYSA-N,Cc1ccc(O)c(C)c1,,,,,,,,-3.9606987176005815,1.2751076315269,,,,2
INYDMNPNDHRJQJ-UHFFFAOYSA-N,Cc1ccc([N+](=O)[O-])c([N+](=O)[O-])c1,,0.48,,,,,,,0.6467239887049352,,,,2
ZPTVNYMJQHSSEA-UHFFFAOYSA-N,Cc1ccc([N+](=O)[O-])cc1,,0.9,,,,,,,1.1748821779027019,,,,2
QIMMUPPBPVKWKM-UHFFFAOYSA-N,Cc1ccc2ccccc2c1,,1.87,,,,,,,,,,3.6,2
FBQQHUGEACOBDN-UHFFFAOYSA-N,Cc1ccc2nc3sc(=O)sc3nc2c1,,,1.8226256787741408,,,,,,,,,3.36,2
XCYJPXQACVEIOS-UHFFFAOYSA-N,Cc1cccc(C(C)C)c1,,2.73,,,,,,,1.3452967426127003,,,,2
FYGHSUNMUKGBRK-UHFFFAOYSA-N,Cc1cccc(C)c1C,,2.29,,,,,,,,,,2.8,2
JJYPMNFTHPTTDI-UHFFFAOYSA-N,Cc1cccc(N)c1,,,,,,,,,0.6235305176131843,,,1.53,2
UVQVMNIYFXZXCI-UHFFFAOYSA-N,Cc1cccc(NC(N)=O)c1,,,,,,,,,0.9475308081187286,,,1.56,2
NWPNXBQSRGKSJB-UHFFFAOYSA-N,Cc1ccccc1C#N,,,,,,,,-3.4180930171593835,1.436749438028586,,,,2
IBSQPLPBRSHTTG-UHFFFAOYSA-N,Cc1ccccc1Cl,,1.82,,,,,,,1.4906126293191306,,,,2
QWVGKYWNOKOFNN-UHFFFAOYSA-N,Cc1ccccc1O,,1.03,,,,,,,0.049130394972338724,,,,2
YCMLQMDWSXFTIF-UHFFFAOYSA-N,Cc1ccccc1S(N)(=O)=O,,0.41,,,,,,,1.1471252352458383,,,,2
ITQTTZVARXURQS-UHFFFAOYSA-N,Cc1cccnc1,,,,,,,,,0.6333069805360734,,2.197280558125619,,2
XQQBUAPQHNYYRS-UHFFFAOYSA-N,Cc1cccs1,,,,,,,,,1.5138396169422719,,2.40226138245468,,2
RXCPQSJAVKGONC-UHFFFAOYSA-N,Cc1ccn2nc(S(=O)(=O)Nc3c(F)cccc3F)nc2n1,,,2.0,,,,,,,,,1.45,2
FKNQCJSGGFJEIZ-UHFFFAOYSA-N,Cc1ccncc1,,,,,,,,-2.3634479646507796,0.6746996656942984,,,,2
ALZOLUNSQWINIR-UHFFFAOYSA-N,Cc1cnc2c(C(=O)O)c(Cl)ccc2c1,,,1.6989700043360187,,3.3010299956639813,,,,,,,,2
JZSLPQXOLZCAME-UHFFFAOYSA-N,Cc1ncoc1C#N,,,,,,,,-3.302866447636946,0.832733464546544,,,,2
JFSPBVWPKOEZCB-UHFFFAOYSA-N,Cc1occc1C(=O)Nc1ccccc1,,,,,,,,,1.8072230397954532,,,2.48,2
KFUSEUYYWQURPO-OWOJBTEDSA-N,Cl/C=C/Cl,,,,,,,,-2.835932130643361,1.1096067912740852,,,,2
GATVIKZLVQHOMN-UHFFFAOYSA-N,ClC(Br)Br,,,,,,,,,0.2547281783557921,,,1.92,2
LNJXZKBHJZAIKQ-UHFFFAOYSA-N,ClC(COCC(Cl)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,,3.28,,,,,,,0.9872758254557731,,,,2
RWNKSTSCBHKHTB-UHFFFAOYSA-N,ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,,3.82,,,,,,,-0.4974911556541074,,,,2
ZDYJWDIWLRZXDB-UHFFFAOYSA-N,ClC(Cl)=C(c1ccc(Cl)cc1)c1ccccc1Cl,,,,,,,,,0.4448807924810432,,,5.49,2
FMWLUWPQPKEARP-UHFFFAOYSA-N,ClC(Cl)Br,,,,,,,,,0.7527455606783617,,,1.78,2
DAASOABUJRMZAD-UHFFFAOYSA-N,ClC1=C(Cl)C2(Cl)C(CBr)CC1(Cl)C2(Cl)Cl,-3.590809053491627,,,,,,,,1.5061009595164294,,,,2
JBZJEPYXXVKOKF-UHFFFAOYSA-N,ClC1=C(Cl)C2(Cl)C3CC(Cl)(Cl)CC3C1(Cl)C2(Cl)Cl,,4.3,,,,,,,0.09066034648487999,,,,2
JLYXXMFPNIAWKQ-UHFFFAOYSA-N,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,,,-0.4814860601221125,,,,,,-0.4591814210412618,,,,2
XSTXAVWGXDQKEL-UHFFFAOYSA-N,ClC=C(Cl)Cl,,1.2,,,,,,,,,,2.0,2
JPOXNPPZZKNXOV-UHFFFAOYSA-N,ClCBr,,0.6,,,,,,,1.5921766672630195,,,,2
CFXQEHVMCRXUSD-UHFFFAOYSA-N,ClCC(Cl)CCl,,1.11,,,,,,,-0.030652345526304924,,,,2
NLXGURFLBLRZRO-UHFFFAOYSA-N,ClCCOCOCCCl,,,,,,,,,-0.4226296967564712,,,1.79,2
YMWUJEATGCHHMB-UHFFFAOYSA-N,ClCCl,,1.36,,,,,,,,,,1.44,2
KCXMKQUNVWSEMD-UHFFFAOYSA-N,ClCc1ccccc1,,,,,,,,-4.449936979875378,0.543000698778819,,,,2
JLYXXMFPNIAWKQ-GNIYUCBRSA-N,Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl,,3.0400000000000005,,,,,,,,,,3.17,2
RTNLUFLDZOAXIC-UHFFFAOYSA-N,Clc1c(Cl)c(Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2c1Cl,,2.58,,,,,,,,,,5.89,2
FOIBFBMSLDGNHL-UHFFFAOYSA-N,Clc1c(Cl)c(Cl)c2c(c1Cl)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2,,3.12,,,,,,,-2.658717768057165,,,,2
DJHHDLMTUOLVHY-UHFFFAOYSA-N,Clc1c(Cl)c(Cl)c2c(c1Cl)Oc1ccccc1O2,,3.46,,,,,,,-2.6019195559092454,,,,2
ZHLICBPIXDOFFG-UHFFFAOYSA-N,Clc1cc(-c2cc(Cl)c(Cl)c(Cl)c2)cc(Cl)c1Cl,,5.97,,,,,,,1.074694685163683,,,,2
MVWHGTYKUMDIHL-UHFFFAOYSA-N,Clc1cc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)cc1Cl,,5.43,,,,,,,,,,5.58,2
JPOPEORRMSDUIP-UHFFFAOYSA-N,Clc1cc(Cl)c(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1Cl,,5.82,,,,,,,,,,6.36,2
IBZHOAONZVJLOB-UHFFFAOYSA-N,Clc1cc(Cl)cc(C2(CC(Cl)(Cl)Cl)CO2)c1,,,,,,,,,0.6738089919076266,,,3.75,2
WCLNVRQZUKYVAI-UHFFFAOYSA-N,Clc1cc2c(c(Cl)c1Cl)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2,,3.67,,,,,,,-1.8240250644780223,,,,2
LGIRBUBHIWTVCK-UHFFFAOYSA-N,Clc1cc2c(c(Cl)c1Cl)Oc1c(cc(Cl)c(Cl)c1Cl)O2,,3.92,,,,,,,-2.6855386420907204,,,,2
YCLUIPQDHHPDJJ-UHFFFAOYSA-N,Clc1cc2c(c(Cl)c1Cl)Oc1cc(Cl)c(Cl)c(Cl)c1O2,,3.93,,,,,,,-2.663121825670829,,,,2
