inchikey,smiles_canonical,algae_growth_ec50_value_log,bcf_value_log,bee_acute_contact_ld50_value_log,bee_acute_oral_ld50_value_log,bird_acute_oral_ld50_value_log,daphnia_acute_ec50_value_log,earthworm_acute_lc50_value_log,fish_acute_lc50_value_log,rat_acute_oral_ld50_value_log,skin_sensitization_value_log,soil_dt50_value_log,soil_koc_value_log,presence_count
MGLWZSOBALDPEK-UHFFFAOYSA-N,CCNc1nc(NCC)nc(SC)n1,,,,,,,,-4.483495225500262,0.5464679978771814,,,2.3,3
WSORODGWGUUOBO-UHFFFAOYSA-N,CCOC(=O)CC(SP(=O)(OC)OC)C(=O)OCC,,0.05,,,2.0782821469160773,,,,-0.2983540328998474,,,,3
FYZBOYWSHKHDMT-UHFFFAOYSA-N,CCOC(=O)CCN(SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2)C(C)C,,,-0.3010299956639812,,1.4695626017403305,,,,-0.5917931681217217,,,,3
HJUFTIJOISQSKQ-UHFFFAOYSA-N,CCOC(=O)NCCOc1ccc(Oc2ccccc2)cc1,,,2.6989700043360187,,3.6611096473669598,,,,,,,3.0,3
NSWAMPCUPHPTTC-UHFFFAOYSA-N,CCOC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(Cl)cc(OC)n1,,,1.0969100130080565,,,,,,0.9959532691844932,,,2.04,3
AYGRUKWONNZYSF-UHFFFAOYSA-N,CCOC(O)=c1cc(O)c(=C(O)C2CC2)c(O)c1,,,2.0802656273398448,,3.3010299956639813,,,,1.2477624030361056,,,,3
CSWIKHNSBZVWNQ-UHFFFAOYSA-N,CCOCCN(C(=O)CCl)C(=C(C)C)c1ccccc1,,,,1.4927603890268375,2.940715656906663,,,,0.5225344113013412,,,,3
ZNQVEEAIQZEUHB-UHFFFAOYSA-N,CCOCCO,,,,,,-1.0705810742857071,,-0.9545709027749946,1.2269868710877918,,,,3
VTNQPKFIQCLBDU-UHFFFAOYSA-N,CCOCN(C(=O)CCl)c1c(C)cccc1CC,,,,1.382917135087531,2.890100509428336,,,,,,,2.32,3
IDCBOTIENDVCBQ-UHFFFAOYSA-N,CCOP(=O)(OCC)OP(=O)(OCC)OCC,,,-2.8239087409443187,,0.6253124509616739,,,-5.61757768788985,,,,,3
GRPRVIYRYGLIJU-UHFFFAOYSA-N,CCOP(=O)(OCC)SCCSCC,,,0.17318626841227402,,,,,,-2.2356148310997073,,,1.85,3
ANIAQSUBRGXWLS-UHFFFAOYSA-N,CCOP(=S)(CC)Oc1cc(Cl)c(Cl)cc1Cl,,,0.367355921026019,,,,,,-1.3449632545485848,,,2.6,3
HOQADATXFBOEGG-UHFFFAOYSA-N,CCOP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,,2.12,-1.3010299956639813,,,,,,,,,2.78,3
SDMSCIWHRZJSRN-UHFFFAOYSA-N,CCOP(=S)(OCC)Oc1cc(-c2ccccc2)on1,,2.61,-0.3010299956639812,,,,,,-0.4464009094695441,,,,3
FHIVAFMUCKRCQO-UHFFFAOYSA-N,CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1,,1.85,,,0.37471354956087444,,,,,,,2.75,3
TZBPRYIIJAJUOY-UHFFFAOYSA-N,CCOP(=S)(OCC)Oc1cc(C)nc(N(CC)CC)n1,,,,-0.4089353929735008,,,,,-0.3764825793273137,,,2.48,3
BKVJOVPVLOJPKJ-UHFFFAOYSA-N,CCOP(=S)(OCC)SCCS(=O)(=O)CC,,0.7,,,,,,,-1.61068614719881,,,3.22,3
BULVZWIRKLYCBC-UHFFFAOYSA-N,CCOP(=S)(OCC)SCSCC,,,,-0.3565473235138126,,,,,-2.4149947772256066,,,2.7,3
IOUNQDKNJZEDEP-UHFFFAOYSA-N,CCOP(=S)(OCC)SCn1c(=O)oc2cc(Cl)ccc21,,,0.9513375187959177,,,,,,-0.6352315939134087,,,2.63,3
IXSZQYVWNJNRAL-UHFFFAOYSA-N,CCOc1cc(C(C)(C)C)ccc1C1COC(c2c(F)cccc2F)=N1,,,2.3010299956639813,,3.3010299956639813,,,,1.0755348435413894,,,,3
KQTVWCSONPJJPE-UHFFFAOYSA-N,CCOc1nc(C(Cl)(Cl)Cl)ns1,,,,,2.7481880270062002,,,,0.6212013540033481,,,3.0,3
ZINJLDJMHCUBIP-UHFFFAOYSA-N,CCOc1nc(NC)nc(NC(=O)NS(=O)(=O)c2ccccc2C(=O)OC)n1,,,0.6989700043360189,,3.2565237214256793,,,,,,,1.93,3
WEBQKRLKWNIYKK-UHFFFAOYSA-N,CCSCCSP(=O)(OC)OC,,,,-0.6777807052660807,,,,,-0.8846443877626651,,,1.49,3
YNQLUTRBYVCPMQ-UHFFFAOYSA-N,CCc1ccccc1,,,,,,-4.555814312927188,,-3.36151037934789,,,,2.23,3
QAHFOPIILNICLA-UHFFFAOYSA-N,CN(C)C(=O)C(c1ccccc1)c1ccccc1,,,2.6989700043360187,,,,,,0.45705466577900444,,,2.32,3
BMLIZLVNXIYGCK-UHFFFAOYSA-N,CN(C)C(=O)Nc1ccc(Cl)cc1,,,2.041392685158225,,,,,,0.725640388026296,,,1.95,3
IVUXTESCPZUGJC-UHFFFAOYSA-N,CN(C)C(=O)Nc1ccc(Oc2ccc(Cl)cc2)cc1,,,1.6989700043360187,,,,,,1.014600166156972,,,3.55,3
XXOYNJXVWVNOOJ-UHFFFAOYSA-N,CN(C)C(=O)Nc1ccccc1,,,,,,,,-2.905465082895069,1.5910847236629193,,,1.4,3
GDLIGKIOYRNHDA-UHFFFAOYSA-N,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,,,,,,-5.059393380788759,,-4.116384750935446,0.29031653090926857,,,,3
XXBDWLFCJWSEKW-UHFFFAOYSA-N,CN(C)Cc1ccccc1,,1.15,,,,,,-3.553178977185269,0.29257509691431327,,,,3
NOQGZXFMHARMLW-UHFFFAOYSA-N,CN(C)NC(=O)CCC(=O)O,,,2.6989700043360187,,,,,,1.719929209346938,,,0.95,3
KRTSDMXIXPKRQR-AATRIKPKSA-N,CNC(=O)/C=C(\C)OP(=O)(OC)OC,,,,-0.3010299956639812,,,,,-1.0931510602623151,,,0.0,3
PZXOQEXFMJCDPG-UHFFFAOYSA-N,CNC(=O)CSP(=O)(OC)OC,,,,-1.3098039199714864,1.229016596248253,,,,-0.9304853981732184,,,,3
HBPDKDSFLXWOAE-UHFFFAOYSA-N,CNC(=O)N(C)c1nnc(C(C)(C)C)s1,,,2.0,,,,,,0.44804615496734324,,,1.83,3
QGLZXHRNAYXIBU-WEVVVXLNSA-N,CNC(=O)O/N=C/C(C)(C)SC,,,,,0.3693916885743557,-5.66540623389895,,-5.442727250982506,,,,,3
UHXUZOCRWCRNSJ-UHFFFAOYSA-N,CNC(=O)ON=C(C)SC,,,,-0.638272163982407,1.4234386530317602,,,,,,,1.3,3
KZAUOCCYDRDERY-UHFFFAOYSA-N,CNC(=O)ON=C(SC)C(=O)N(C)C,,,,,0.7387053439536257,,,,-1.9426384633854656,,,1.0,3
QGLZXHRNAYXIBU-UHFFFAOYSA-N,CNC(=O)ON=CC(C)(C)SC,,,-0.5451551399914898,,,,,,-2.5799609324165833,,,1.5,3
DUEPRVBVGDRKAG-UHFFFAOYSA-N,CNC(=O)Oc1cccc2c1OC(C)(C)C2,,,-0.7958800173440752,,0.3388482814621621,,,,,,,1.75,3
XEGGRYVFLWGFHI-UHFFFAOYSA-N,CNC(=O)Oc1cccc2c1OC(C)(C)O2,,,-0.368556230986828,,,,,,-0.7464093230834995,,,2.75,3
QBSJMKIUCUGGNG-UHFFFAOYSA-N,CNC(=O)Oc1ccccc1C(C)C,,0.95,1.424718337331567,,,,,,0.367407123100185,,,,3
SDKQRNRRDYRQKY-UHFFFAOYSA-N,CNC(=O)Oc1ccccc1C1OCCO1,,,0.3443922736851107,,,,,,-0.9505293057394243,,,1.6,3
RTHCYVBBDHJXIQ-UHFFFAOYSA-N,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,,,,,,-4.701263114628124,,-6.183408987567174,0.42630710648922987,,,,3
AFBPFSWMIHJQDM-UHFFFAOYSA-N,CNc1ccccc1,,1.0,,,,,,,0.8252310261456963,,,2.28,3
BZSSHIWHSJYWAD-UHFFFAOYSA-N,COC(=O)C=C(CC(=O)OC)OP(=O)(OC)OC,,,-0.1290111862394247,,,,,-5.742756627130066,-0.9589651093937297,,,,3
DTVOKYWXACGVGO-UHFFFAOYSA-N,COC(=O)c1ccc(C(F)(F)F)nc1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,,,1.6989700043360187,,3.278964029527012,,,,,,,1.46,3
VWGAYSCWLXQJBQ-UHFFFAOYSA-N,COC(=O)c1ccc(I)cc1S(=O)(=O)NC(=O)Nc1nc(C)nc(OC)n1,,,,1.6989700043360187,3.3010299956639813,,,,0.7228274963299337,,,,3
XMQFTWRPUQYINF-UHFFFAOYSA-N,COC(=O)c1ccccc1CS(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,,,,1.6989700043360187,3.399673721481038,,,,,,,2.5,3
RSMUVYRMZCOLBH-UHFFFAOYSA-N,COC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(C)nc(OC)n1,,,,0.6839471307515121,3.399673721481038,,,,,,,1.54,3
AHTPATJNIAFOLR-UHFFFAOYSA-N,COC(=O)c1sccc1S(=O)(=O)NC(=O)Nc1nc(C)nc(OC)n1,,,,1.5587085705331658,3.399673721481038,,,,,,,1.45,3
JLYFCTQDENRSOL-UHFFFAOYSA-N,COCC(C)N(C(=O)CCl)c1c(C)csc1C,,,,2.6989700043360187,3.1802414190173987,,,,0.15933989430848663,,,,3
SCCDDNKJYDZXMM-UHFFFAOYSA-N,COCCN(C(=O)CCl)c1c(C)cccc1C,,,2.6989700043360187,,2.9433243108659513,,,,0.7974050866449318,,,,3
SBASXUCJHJRPEV-UHFFFAOYSA-N,COCCOCCO,,,,,,-2.110982827277935,,-1.650799527616236,1.6608969136623737,,,,3
NLYNUTMZTCLNOO-UHFFFAOYSA-N,CON(C)C(=O)Nc1ccc(Br)c(Cl)c1,,,1.6989700043360187,,,,,,0.8671129966296991,,,2.7,3
WLFDQEVORAMCIM-UHFFFAOYSA-N,CON(C)C(=O)Nc1ccc(Br)cc1,,,,2.6989700043360187,3.1550322287909704,,,,,,,2.1,3
YASYVMFAVPKPKE-UHFFFAOYSA-N,COP(=O)(NC(C)=O)SC,,,0.07918124604762482,,,,,,0.5826187082725509,,,0.3,3
BUYMVQAILCEWRR-UHFFFAOYSA-N,COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,,,-0.6190655366692981,,,,,,-0.1793019136752728,,,2.26,3
OEBRKCOSUFCWJD-UHFFFAOYSA-N,COP(=O)(OC)OC=C(Cl)Cl,,-0.3,-0.3053948010664313,,,,,,,,,1.67,3
NYQDCVLCJXRDSK-UHFFFAOYSA-N,COP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,,3.59,-0.3010299956639812,,,,,,0.643198535361872,,,,3
LFVLUOAHQIVABZ-UHFFFAOYSA-N,COP(=S)(OC)Oc1cc(Cl)c(I)cc1Cl,,3.62,0.6009728956867483,,,,,,0.7526322939738538,,,,3
WWJZWCUNLNYYAU-UHFFFAOYSA-N,COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1,,,0.1903316981702915,,,,,,-0.020993370201916585,,,5.0,3
DGBPBDHXEBEPBN-UHFFFAOYSA-N,COP(=S)(OC)Oc1nc(Cl)n(C(C)C)n1,,,,,1.6003295081258595,-8.112437991158249,,-7.053213988509254,,,,,3
CJJOSEISRRTUQB-UHFFFAOYSA-N,COP(=S)(OC)SCn1nnc2ccccc2c1=O,,,,-0.8239087409443188,,,,,-1.838309335273196,,,2.28,3
YZZVKLJKDFFSFL-UHFFFAOYSA-N,COc1c(O)c(Cl)c(Cl)c(Cl)c1Cl,,3.08,,,,,,,0.8130862066851556,,,2.85,3
RKEHLKXRUVUBJN-UHFFFAOYSA-N,COc1c(O)cc(Cl)c(Cl)c1Cl,,2.41,,,,,,,1.1202317655835654,,,2.8,3
MAHPNPYYQAIOJN-UHFFFAOYSA-N,COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2c(-c3nnn(C)n3)cnn2C)n1,,,1.6989700043360187,,3.3458674222734888,,,,,,,1.89,3
PXDNXJSDGQBLKS-UHFFFAOYSA-N,COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2cc(NC=O)ccc2C(=O)N(C)C)n1,,,1.6989700043360187,,3.3010299956639813,,,,0.9336981675502425,,,,3
RYVIXQCRCQLFCM-UHFFFAOYSA-N,COc1cc(OC)nc(Oc2cccc(Oc3nc(OC)cc(OC)n3)c2C(=O)O)n1,,,1.3979400086720377,,3.1068584644852004,,,,0.7871985920921626,,,,3
IAKOZHOLGAGEJT-UHFFFAOYSA-N,COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1,,2.5,,0.6989700043360189,,,,,,,,4.9,3
DSRNRYQBBJQVCW-UHFFFAOYSA-N,COc1ccc(NC(=O)N(C)C)cc1Cl,,,1.6989700043360187,,,,,,0.8460583795273006,,,1.72,3
BNUHAJGCKIQFGE-UHFFFAOYSA-N,COc1ccc([N+](=O)[O-])cc1,-3.5896464664843526,1.08,,,,,,,1.176915520448094,,,,3
RDOXTESZEPMUJZ-UHFFFAOYSA-N,COc1ccccc1,,,,,,,,-5.0336549753441115,1.5345467487228837,,,1.54,3
LTUNNEGNEKBSEH-UHFFFAOYSA-N,COc1nc(C)nc(NC(=O)NS(=O)(=O)c2ccccc2CCC(F)(F)F)n1,,,,1.3710678622717363,3.113943352306837,,,,0.3715721974861487,,,,3
XOPFESVZMSQIKC-UHFFFAOYSA-N,COc1nc(C)nc(NC(=O)NS(=O)(=O)c2ccccc2OCCCl)n1,,,2.0,,3.3324384599156054,,,,,,,2.02,3
ISEUFVQQFVOBCY-UHFFFAOYSA-N,COc1nc(NC(C)C)nc(NC(C)C)n1,,,1.5563025007672873,,,,,,0.3490787506117524,,,2.6,3
WQOXQRCZOLPYPM-UHFFFAOYSA-N,CSSC,,,2.0,,2.534026106056135,,,,0.48931130169472803,,,,3
GSDSWSVVBLHKDQ-JTQLQIEISA-N,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,-4.083473661711775,,,,,,,-4.2243468112677425,0.6119942894577318,,,,3
FQKUGOMFVDPBIZ-UHFFFAOYSA-N,C[Si](Cn1cncn1)(c1ccc(F)cc1)c1ccc(F)cc1,,,,1.6989700043360187,,,,,0.3302110379105544,,,3.22,3
NBQCNZYJJMBDKY-UHFFFAOYSA-N,Cc1[nH]c(=O)n(C(C)(C)C)c(=O)c1Cl,,,2.2864115558959783,,,,,,0.8958613731766911,,,1.66,3
SPSSULHKWOKEEL-UHFFFAOYSA-N,Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],,0.99,,,,-4.245786821895869,,-5.002672122473713,,,,,3
STUSTWKEFDQFFZ-UHFFFAOYSA-N,Cc1cc(Cl)ccc1N=CN(C)C,,,2.6989700043360187,,,,,,-0.08830606420951823,,,2.91,3
RNNBHZYEKNHLKT-UHFFFAOYSA-N,Cc1cc(OC(=O)N(C)C)n(C(C)C)n1,,,-0.3269790928711038,,,,,-4.29517044194173,-1.29113046413999,,,,3
LCJAIVXHZYPLQY-UHFFFAOYSA-N,Cc1ccc(C(=O)O)c(C2=NC(=O)C(C)(C(C)C)N2)n1,,,,,3.3324384599156054,-3.4395331990512306,,-3.4395331990512306,,,,,3
MGSRCZKZVOBKFT-UHFFFAOYSA-N,Cc1ccc(C(C)C)c(O)c1,,,1.741151598851785,,4.0,,,,0.8148324645581385,,,,3
JXCGFZXSOMJFOA-UHFFFAOYSA-N,Cc1ccc(NC(=O)N(C)C)cc1Cl,,,,2.6989700043360187,,,,,1.436945397201079,,,2.02,3
SYDNSSSQVSOXTN-UHFFFAOYSA-N,Cc1ccc(O)c([N+](=O)[O-])c1,-3.9121587573365866,0.95,,,,,,,1.3415269618203454,,,,3
STEPQTYSZVCJPV-UHFFFAOYSA-N,Cc1cccc(C)c1N(Cn1cccn1)C(=O)CCl,,,,1.6989700043360187,3.3010299956639813,,,,0.557366311306283,,,,3
RLSSMJSEOOYNOY-UHFFFAOYSA-N,Cc1cccc(O)c1,,,,,,-3.729379924866983,,-3.8363495621812227,0.35016039063631993,,,,3
QPUYECUOLPXSFR-UHFFFAOYSA-N,Cc1cccc2ccccc12,,1.73,,,,,,,1.1122902228368912,,,3.36,3
CTQNGGLPUBDAKN-UHFFFAOYSA-N,Cc1ccccc1C,,1.15,,,,,,,1.5212862954183939,,,2.25,3
BCTQJXQXJVLSIG-UHFFFAOYSA-N,Cc1ccccc1C(=O)Nc1cccc(OC(C)C)c1,,,,1.6989700043360187,,,,-4.429980795754679,1.5700192042453216,,,,3
UCNVFOCBFJOQAL-UHFFFAOYSA-N,ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,,4.08,,,,,,,0.4448807924810432,,,4.82,3
QPFMBZIOSGYJDE-UHFFFAOYSA-N,ClC(Cl)C(Cl)Cl,,1.11,,,,,,,0.0812070114285241,,,1.9,3
HEDRZPFGACZZDS-UHFFFAOYSA-N,ClC(Cl)Cl,,1.11,,,,,,,0.8323367435813606,,,1.6,3
LWLJUMBEZJHXHV-UHFFFAOYSA-N,ClC1=C(Cl)C(Cl)(C2(Cl)C(Cl)=C(Cl)C(Cl)=C2Cl)C(Cl)=C1Cl,,,1.6989700043360187,,,,,,0.40737129435555475,,,4.52,3
ZXFXBSWRVIQKOD-UHFFFAOYSA-N,ClC1=C(Cl)C2(Cl)C3C4OC4C(Cl)C3C1(Cl)C2(Cl)Cl,,,,,,,,-7.573727311091099,-1.4102889846678042,,,4.02,3
DFBKLUNHFCTMDC-PICURKEMSA-N,ClC1=C(Cl)[C@]2(Cl)[C@@H]3[C@@H]4C[C@@H]([C@H]5O[C@@H]45)[C@@H]3[C@@]1(Cl)C2(Cl)Cl,,3.91,,,,,,,-1.197131897071238,,,4.08,3
QBYJBZPUGVGKQQ-SJJAEHHWSA-N,ClC1=C(Cl)[C@]2(Cl)[C@H]3[C@H]([C@@H]4C=C[C@H]3C4)[C@@]1(Cl)C2(Cl)Cl,,3.74,,,,,,,-0.9674948337354138,,,4.69,3
UOORRWUZONOOLO-UHFFFAOYSA-N,ClC=CCCl,,,,,2.3815749123132552,,,,0.0020919805201119863,,,1.665,3
WBEJYOJJBDISQU-UHFFFAOYSA-N,ClCC(Br)CBr,,1.06,,,,,,,-0.13847852078980805,,,1.85,3
UBOXGVDOUJQMTN-UHFFFAOYSA-N,ClCC(Cl)Cl,,0.7,,,,,,,0.8018626059220851,,,1.89,3
BRLQWZUYTZBJKN-UHFFFAOYSA-N,ClCC1CO1,,,,,,,,-3.8997596025687637,-0.150888124612162,,,1.0,3
ZNSMNVMLTJELDZ-UHFFFAOYSA-N,ClCCOCCCl,,1.0,,,,,,-2.374122475266545,,,,1.88,3
QZYNWJQFTJXIRN-UHFFFAOYSA-N,Clc1cc(Cl)c(Cl)c(Cl)c1,,3.59,,,,,,,0.9070997032217667,,,3.2,3
CEOCDNVZRAIOQZ-UHFFFAOYSA-N,Clc1cc(Cl)c(Cl)c(Cl)c1Cl,,3.75,,,,,,,0.5789352709247093,,,3.5,3
JHBKHLUZVFWLAG-UHFFFAOYSA-N,Clc1cc(Cl)c(Cl)cc1Cl,,3.44,,,,,,,0.8458986247099891,,,4.1,3
XKEFYDZQGKAQCN-UHFFFAOYSA-N,Clc1cc(Cl)cc(Cl)c1,,2.97,,,,,,,0.6479863270559566,,,2.85,3
HGUFODBRKLSHSI-UHFFFAOYSA-N,Clc1cc2c(cc1Cl)Oc1cc(Cl)c(Cl)cc1O2,,4.99,,,,,,,-4.203979547237208,,,6.5,3
AHJKRLASYNVKDZ-UHFFFAOYSA-N,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1,,,2.2068258760318495,,,,,,-0.44928538649768834,,,4.21,3
GBDZXPJXOMHESU-UHFFFAOYSA-N,Clc1ccc(Cl)c(Cl)c1Cl,,3.38,,,,,,,0.7368782216996781,,,3.84,3
DCUJJWWUNKIJPH-UHFFFAOYSA-N,Clc1cccc(C(Cl)(Cl)Cl)n1,,,2.0,,,,,,0.6134783425606705,,,2.62,3
RELMFMZEBKVZJC-UHFFFAOYSA-N,Clc1cccc(Cl)c1Cl,,2.82,,,,,,,0.6234181355652196,,,3.33,3
UXADOQPNKNTIHB-UHFFFAOYSA-N,Clc1ccccc1-c1nnc(-c2ccccc2Cl)nn1,,,,1.3979400086720377,3.6450507103795715,,,,,,,4.66,3
RFFLAFLAYFXFSW-UHFFFAOYSA-N,Clc1ccccc1Cl,,2.43,,,,,,,0.5347093552264577,,,2.56,3
ZMYFCFLJBGAQRS-UHFFFAOYSA-N,Fc1ccc(C2(Cn3cncn3)OC2c2ccccc2Cl)cc1,,,,1.6989700043360187,3.2432489139568346,,,,1.1817644484274061,,,,3
UUIVKBHZENILKB-UHFFFAOYSA-N,N#CC(Br)(Br)C(N)=O,,,,,2.3428255333220385,-5.435575375021015,,-4.985924897498365,,,,,3
UPMXNNIRAGDFEH-UHFFFAOYSA-N,N#Cc1cc(Br)c(O)c(Br)c1,,,,1.1087419721069531,2.3076066674006794,,,,-0.24276012332096858,,,,3
NRXQIUSYPAHGNM-UHFFFAOYSA-N,N#Cc1cc(I)c(O)c(I)c1,,,0.6989700043360189,0.6989700043360189,,,,,-0.5885523221312107,,,,3
PYZSVQVRHDXQSL-UHFFFAOYSA-N,N#Cc1sc2c(=O)c3ccccc3c(=O)c=2sc1C#N,,,,1.6989700043360187,2.895494237544408,,,,0.3335709035069975,,,,3
IDCPFAYURAQKDZ-UHFFFAOYSA-N,N=C(N)N[N+](=O)[O-],,,,,,-2.0068729415108906,,-1.7394963561300931,1.991427273611215,,,,3
XVLIXCWHTLFDNK-UHFFFAOYSA-N,N=C1C(=O)c2ccccc2C(=O)C1Cl,,,1.6989700043360187,,2.9482631087447775,,,,0.8175502975176925,,,,3
XFNJVKMNNVCYEK-UHFFFAOYSA-N,NC(=O)Cc1cccc2ccccc12,,,1.6989700043360187,,3.3010299956639813,,,,,,,2.0,3
KGKGSIUWJCAFPX-UHFFFAOYSA-N,NC(=S)c1c(Cl)cccc1Cl,,,1.6989700043360187,,,,,,0.5674437706884892,,,2.26,3
MEFQWPUMEMWTJP-UHFFFAOYSA-N,Nc1c(Cl)c(F)nc(OCC(=O)O)c1Cl,,,,1.6989700043360187,3.326606256887672,,,,0.9763392871059491,,,,3
BIXZHMJUSMUDOQ-UHFFFAOYSA-N,Nc1c(Cl)cc([N+](=O)[O-])cc1Cl,,,2.2583738489681187,,2.975814446918319,,,,,,,3.0,3
HUWXDEQWWKGHRV-UHFFFAOYSA-N,Nc1ccc(-c2ccc(N)c(Cl)c2)cc1Cl,,2.16,,,,,,,1.1806247305219204,,,4.35,3
YBRVSVVVWCFQMG-UHFFFAOYSA-N,Nc1ccc(Cc2ccc(N)cc2)cc1,,1.18,,,,,,,0.41657165322314604,,,1.99,3
KQCMTOWTPBNWDB-UHFFFAOYSA-N,Nc1ccc(Cl)cc1Cl,,1.36,,,,,,,0.9973483171879272,,,2.72,3
ATGUVEKSASEFFO-UHFFFAOYSA-N,Nc1ccc(Nc2ccccc2)cc1,,,,,,-5.696852178575539,,-5.153299343147002,0.4014640779123467,,,,3
XJCVRTZCHMZPBD-UHFFFAOYSA-N,Nc1cccc([N+](=O)[O-])c1,,0.48,,,,,,,0.5883396213606107,,,1.73,3
RUFPHBVGCFYCNW-UHFFFAOYSA-N,Nc1cccc2ccccc12,,1.4,,,,,,,0.32156205547286265,,,3.51,3
PAYRUJLWNCNPSJ-UHFFFAOYSA-N,Nc1ccccc1,,0.21,,,,,,,0.9555262752699926,,,1.6,3
LVQDKIWDGQRHTE-UHFFFAOYSA-N,Nc1nc(N)nc(NC2CC2)n1,,,1.3979400086720377,,3.255039112188768,,,,,,,2.3,3
JHVLLYQQQYIWKX-UHFFFAOYSA-N,O=C(CBr)OCc1ccccc1,,,,,2.3324384599156054,-5.99616623039358,,-6.3582194111972425,,,,,3
XAERLJMOUYEBAB-UHFFFAOYSA-N,O=C(Cc1ccc(-c2ccccc2)cc1)OCCF,,,1.2206310194480923,,,,,-5.46534517568321,-1.63364619031264,,,,3
PWPJGUXAGUPAHP-UHFFFAOYSA-N,O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(OC(F)(F)C(F)C(F)(F)F)cc1Cl,,,,2.6989700043360187,3.3010299956639813,,,-5.221967316379438,,,,,3
WYEHFWKAOXOVJD-UHFFFAOYSA-N,O=C(Nc1ccc(F)cc1F)c1cccnc1Oc1cccc(C(F)(F)F)c1,-8.516396611821031,,1.6989700043360187,,3.3324384599156054,,,,,,,,3
GPXLRLUVLMHHIK-UHFFFAOYSA-N,O=C(Nc1ccccc1)Nc1ccnc(Cl)c1,,,1.3979400086720377,,3.4470161051880535,,,,1.2977634241358642,,,,3
YNJBWRMUSHSURL-UHFFFAOYSA-N,O=C(O)C(Cl)(Cl)Cl,,0.23,,,,,,,1.311879935629726,,,0.3,3
DIOZMSACJPTBST-UHFFFAOYSA-N,O=C(O)C1CC1C(=O)Nc1ccc(Cl)cc1Cl,,,,,1.939949162165005,-4.5296995234677695,,-4.313399867882122,,,,,3
SODPIMGUZLOIPE-UHFFFAOYSA-N,O=C(O)COc1ccc(Cl)cc1,,,1.6989700043360187,,,,,-3.0142599860451935,0.9813222747843557,,,,3
RZCJYMOBWVJQGV-UHFFFAOYSA-N,O=C(O)COc1ccc2ccccc2c1,,,2.6989700043360187,,3.3010299956639813,,,,0.4726644662844448,,,,3
BVKZGUZCCUSVTD-UHFFFAOYSA-N,O=C(O)O,,,,2.1989700043360187,,,,-1.5328848225192724,1.2498432312342505,,,,3
KKEYFWRCBNTPAC-UHFFFAOYSA-N,O=C(O)c1ccc(C(=O)O)cc1,,,,,,-4.220177696915629,,-1.8543995729487188,1.072078374440847,,,,3
ZLKMOIHCHCMSFW-UHFFFAOYSA-N,O=C(O)c1cccc(Cl)n1,,,,,,-4.991760460920638,,-3.282066591192846,,,,1.37,3
JXTHEWSKYLZVJC-UHFFFAOYSA-N,O=C(O)c1ccccc1C(=O)Nc1cccc2ccccc12,,,2.376408215594136,,,,,,0.7839466616756542,,,3.34,3
SESFRYSPDFLNCH-UHFFFAOYSA-N,O=C(OCc1ccccc1)c1ccccc1,,,,,3.3010299956639813,,,-5.180379316451932,0.9039415692481044,,,,3
KJPRLNWUNMBNBZ-QPJJXVBHSA-N,O=C/C=C/c1ccccc1,,,,,3.399673721481038,-4.272574003252914,,-4.454290568532315,,,,,3
LHHGDZSESBACKH-UHFFFAOYSA-N,O=C1C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,,3.19,1.0166155475571774,,,,,,,,,4.2,3
UUGLSEIATNSHRI-UHFFFAOYSA-N,O=C1N(CO)C2C(N1CO)N(CO)C(=O)N2CO,,,,,3.3010299956639813,-3.4184526615981192,,-3.489544971354167,,,,,3
NMWKWBPNKPGATC-UHFFFAOYSA-N,O=C1OCc2c(Cl)c(Cl)c(Cl)c(Cl)c21,,,2.6989700043360187,,,,,,1.8698578619446393,,,3.3,3
HKIOYBQGHSTUDB-UHFFFAOYSA-N,O=C1c2ccccc2C(=O)N1SC(Cl)(Cl)Cl,,,1.082426300860772,,3.399673721481038,,,,,,,3.27,3
