inchikey,smiles_canonical,smiles_original,cas,name,chembl_id,endpoint,value,value_units,value_log,value_class,species,species_taxonomy,test_type,exposure_route,exposure_duration_h,effect,source,source_ref,source_record_id,year_reported,aggregation_n,aggregation_method,aggregation_cv,quality_flags
UTBJLKDVQNCKAS-UHFFFAOYSA-N,Cn1cc(C(N)=O)c(C(F)(F)F)n1,CN1C=C(C(=N1)C(F)(F)F)C(=O)N,00361213-25-0,"(3RS,4RS;3RS,4SR)-3-chloro-4-chloromethyl-1-(alpha,alpha,alpha-trifluoro-m-tolyl)-2-pyrrolidone with ratio of (1RS,2RS)(trans)- and (1RS,2SR)(cis)-isomers not exactly 3:1",,bird_acute_oral_ld50,1126.277052949229,mg/kg bw,3.051645235778875,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1255,2010,2,geomean,0.8051726851467257,high_cv
KAATUXNTWXVJKI-UHFFFAOYSA-N,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,00365731-84-2,Beta-Cypermethrin,,bird_acute_oral_ld50,5078.452692868962,mg/kg bw,3.7057314112388027,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,2520,2014,7,geomean,0.7075512987729902,high_cv
VHLKTXFWDRXILV-UHFFFAOYSA-N,COc1ccc(-c2ccccc2)cc1NNC(=O)OC(C)C,O=C(NNC1=C(OC)C=CC(C2=CC=CC=C2)=C1)OC(C)C,003149877-41-8,Bifenazate,,bird_acute_oral_ld50,226.6333553508119,mg/kg bw,2.355323828646252,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,2911,2017,3,geomean,1.2907109383325768,high_cv
SUSRORUBZHMPCO-UHFFFAOYSA-N,COC(=O)c1cc(Oc2ccc(Cl)cc2Cl)ccc1[N+](=O)[O-],[O-][N+](C(C=C2)=C(C=C2OC1=CC=C(Cl)C=C1Cl)C(OC)=O)=O,00342576-02-3,Bifenox,,bird_acute_oral_ld50,2161.8902464987927,mg/kg bw,3.334833642184431,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1112,2008,6,geomean,0.49935114158841176,
OMFRMAHOUUJSGP-UNOMPAQXSA-N,Cc1c(COC(=O)C2C(/C=C(\Cl)C(F)(F)F)C2(C)C)cccc1-c1ccccc1,O=C(OCC2=CC=CC(C3=CC=CC=C3)=C2C)C1C(C)(C)C1/C=C(Cl)/C(F)(F)F,00382657-04-3,Bifenthrin,,bird_acute_oral_ld50,1300.9913542743311,mg/kg bw,3.1142744104713276,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1152,2009,6,geomean,0.49307523615402415,
RYVIXQCRCQLFCM-UHFFFAOYSA-N,COc1cc(OC)nc(Oc2cccc(Oc3nc(OC)cc(OC)n3)c2C(=O)O)n1,COC1=CC(=NC(=N1)OC2=C(C(=CC=C2)OC3=NC(=CC(=N3)OC)OC)C(=O)[O-])OC.[Na+],003125401-92-5,Bispyribac formulation (Nominee 400 SC),,bird_acute_oral_ld50,1278.9644248375325,mg/kg bw,3.1068584644852004,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1224,2010,2,geomean,0.7234958869648047,high_cv
VGPIBGGRCVEHQZ-UHFFFAOYSA-N,CC(C)(C)C(O)C(Oc1ccc(-c2ccccc2)cc1)n1cncn1,CC(C)(C)C(O)C(Oc1ccc(cc1)c2ccccc2)n3cncn3,00355179-31-2,Bitertanol,,bird_acute_oral_ld50,1245.792920191795,mg/kg bw,3.095445858461085,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1250,2010,2,geomean,0.6235581413345348,high_cv
LDLMOOXUCMHBMZ-UHFFFAOYSA-N,Cn1cc(C(=O)Nc2ccc(F)cc2-c2ccc(Cl)c(Cl)c2)c(C(F)F)n1,FC(F)c3nn(C)cc3C(=O)Nc2ccc(F)cc2c1ccc(Cl)c(Cl)c1,003581809-46-3,Bixafen,,bird_acute_oral_ld50,2000.0,mg/kg bw,3.3010299956639813,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1348,2012,1,single,,
IUZFQERQUZLNKQ-UHFFFAOYSA-N,O=c1c(C(CC(O)c2ccc(-c3ccc(Br)cc3)cc2)c2ccccc2)c(O)oc2ccccc12,C1=CC=C(C=C1)C(CC(C2=CC=C(C=C2)C3=CC=C(C=C3)Br)O)C4=C(C5=CC=CC=C5OC4=O)O,00328772-56-7,Bromadiolone,,bird_acute_oral_ld50,113.98610172210003,mg/kg bw,2.056851901219235,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1244,2010,3,geomean,1.4741751756330816,high_cv
GZUXJHMPEANEGY-UHFFFAOYSA-N,CBr,CBr,00374-83-9,Bromomethane,,bird_acute_oral_ld50,73.0,mg/kg bw,1.863322860120456,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1264,2011,1,single,,
UPMXNNIRAGDFEH-UHFFFAOYSA-N,N#Cc1cc(Br)c(O)c(Br)c1,C1=C(C=C(C(=C1Br)O)Br)C#N,0031689-84-5,Bromoxynil,,bird_acute_oral_ld50,203.05171754998776,mg/kg bw,2.3076066674006794,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,2962,2017,2,geomean,0.0938176073318761,
PGMZYNZXIYOOHJ-UHFFFAOYSA-N,CCCC(=O)Oc1c(Br)cc(C#N)cc1Br,CCCC(=O)OC1=C(C=C(C=C1Br)C#N)Br,0033861-41-4,Bromoxynil butyrate,,bird_acute_oral_ld50,282.4889378365107,mg/kg bw,2.451001445675365,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,2962,2017,2,geomean,0.533228064501331,high_cv
BHZWBQPHPLFZSV-UHFFFAOYSA-N,CCCCCCC(=O)Oc1c(Br)cc(C#N)cc1Br,CCCCCCC(=O)OC1=C(C=C(C=C1Br)C#N)Br,00356634-95-8,Bromoxynil heptanoate,,bird_acute_oral_ld50,637.2571599491296,mg/kg bw,2.804314723715929,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,2962,2017,3,geomean,1.0058346057539636,high_cv
DQKWXTIYGWPGOO-UHFFFAOYSA-N,CCCCCCCC(=O)Oc1c(Br)cc(C#N)cc1Br,Brc1cc(cc(Br)c1OC(=O)CCCCCCC)C#N,0031689-99-2,Bromoxynil octanoate,,bird_acute_oral_ld50,338.03377298417394,mg/kg bw,2.5289600928454896,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,2962,2017,7,geomean,1.3613293378418272,high_cv
DSKJPMWIHSOYEA-UHFFFAOYSA-N,CCCCc1c(C)nc(NCC)nc1OS(=O)(=O)N(C)C,O=S(OC1=C(CCCC)C(C)=NC(NCC)=N1)(N(C)C)=O,00341483-43-6,Bupirimate,,bird_acute_oral_ld50,5000.0,mg/kg bw,3.6989700043360187,,Coturnix japonica,Animalia;Chordata;Aves;Coturnix japonica,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1245,2010,1,single,,
PRLVTUNWOQKEAI-UHFFFAOYSA-N,CC(C)N1C(=O)N(c2ccccc2)CSC1=NC(C)(C)C,CC(C)N1C(=NC(C)(C)C)SCN(C1=O)C2=CC=CC=C2,00369327-76-0,Buprofezin,,bird_acute_oral_ld50,1836.5917618050391,mg/kg bw,3.264012631918996,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1120,2008,5,geomean,0.1667559828481468,
KXRPCFINVWWFHQ-UHFFFAOYSA-N,CCOP(=O)(SC(C)CC)SC(C)CC,CCC(C)SP(=O)(OCC)SC(C)CC,00395465-99-9,Cadusafos,,bird_acute_oral_ld50,40.643080591903946,mg/kg bw,1.6089866184038235,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1079,2006,4,geomean,0.8414624816327315,high_cv
YHILKALTPHRGSY-UHFFFAOYSA-N,Oc1c2c(c(O)n1SC(Cl)(Cl)Cl)CC=CC2,ClC(Cl)(Cl)SN1C(=O)C2CC=CCC2C1=O,003133-06-2,Captan,,bird_acute_oral_ld50,1999.999999999998,mg/kg bw,3.3010299956639813,,Anas platyrhynchos,Animalia;Chordata;Aves;Anas platyrhynchos,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1183,2009,3,geomean,0.0,
CVXBEEMKQHEXEN-UHFFFAOYSA-N,CNC(=O)Oc1cccc2ccccc12,CNC(=O)Oc1cccc2ccccc12,00363-25-2,Carbaryl,,bird_acute_oral_ld50,2000.0,mg/kg bw,3.3010299956639813,,Anas platyrhynchos,Animalia;Chordata;Aves;Anas platyrhynchos,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1089,2006,1,single,,
TWFZGCMQGLPBSX-UHFFFAOYSA-N,COC(=O)Nc1nc2ccccc2[nH]1,N(C(=O)OC)C1=Nc2ccccc2N1,00310605-21-7,Carbendazim,,bird_acute_oral_ld50,2650.1812552060646,mg/kg bw,3.4232755778778814,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1215,2010,4,geomean,0.4348923353214983,
AMRQXHFXNZFDCH-UHFFFAOYSA-N,CCNC(=O)C(C)OC(=O)Nc1ccccc1,O=C(NCC)C(OC(NC1=CC=CC=C1)=O)C,00316118-49-3,Carbetamide,,bird_acute_oral_ld50,1549.1933384829667,mg/kg bw,3.190105620855803,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1269,2010,2,geomean,0.3535533905932738,
DUEPRVBVGDRKAG-UHFFFAOYSA-N,CNC(=O)Oc1cccc2c1OC(C)(C)C2,CNC(=O)Oc1cccc2CC(C)(C)Oc12,0031563-66-2,Carbofuran,,bird_acute_oral_ld50,2.1819675195800796,mg/kg bw,0.3388482814621621,,Anas platyrhynchos,Animalia;Chordata;Aves;Anas platyrhynchos,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1098,2006,9,geomean,0.827470934576189,high_cv
JLQUFIHWVLZVTJ-UHFFFAOYSA-N,CCCCN(CCCC)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2,CCCCN(CCCC)SN(C)C(=O)Oc1cccc2CC(C)(C)Oc12,00355285-14-8,Carbosulfan,,bird_acute_oral_ld50,5.492820232448724,mg/kg bw,0.7397953857803082,,Avian unspecified,Animalia;Chordata;Aves;Avian unspecified,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1099,2006,13,geomean,1.6812844626233583,"extreme_variance,high_cv"
GYSSRZJIHXQEHQ-UHFFFAOYSA-N,CC1=C(C(=O)Nc2ccccc2)SCCO1,CC1=C(SCCO1)C(=O)Nc2ccccc2,0035234-68-4,Carboxin,,bird_acute_oral_ld50,3042.70459188463,mg/kg bw,3.4832597899059556,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1252,2010,3,geomean,0.6572261290217098,high_cv
MLKCGVHIFJBRCD-UHFFFAOYSA-N,CCOC(=O)C(Cl)Cc1cc(-n2nc(C)n(C(F)F)c2=O)c(F)cc1Cl,O=C2N(N=C(C)N2C(F)F)C1=CC(CC(Cl)C(OCC)=O)=C(Cl)C=C1F,003128639-02-1,Carfentrazone-ethyl,,bird_acute_oral_ld50,2250.0000000000005,mg/kg bw,3.3521825181113627,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,2866,2016,2,geomean,0.0,
PSOVNZZNOMJUBI-UHFFFAOYSA-N,CNC(=O)c1cc(Cl)cc(C)c1NC(=O)c1cc(Br)nn1-c1ncccc1Cl,CC1=C(C(=CC(=C1)Cl)C(=O)NC)NC(=O)C2=CC(=NN2C3=C(C=CC=N3)Cl)Br,003500008-45-7,Chlorantraniliprole,,bird_acute_oral_ld50,2250.0000000000005,mg/kg bw,3.3521825181113627,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,2360,2013,2,geomean,0.0,
QTUSYELSINABSI-UHFFFAOYSA-N,Cc1cc(Cl)cc2c(=O)n(C)c(-c3cc(Br)nn3-c3ncccc3Cl)nc12,Cc4cc(Cl)cc3c4N=C(c2cc(Br)nn2c1ncccc1Cl)N(C)C3=O,,Chlorantraniliprole metabolite (IN-EQW78),,bird_acute_oral_ld50,2250.0,mg/kg bw,3.3521825181113627,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,2360,2013,1,single,,
WYKYKTKDBLFHCY-UHFFFAOYSA-N,Nc1cnn(-c2ccccc2)c(=O)c1Cl,NC1=C(Cl)C(=O)N(N=C1)c2ccccc2,0031698-60-8,Chloridazon,,bird_acute_oral_ld50,2000.0,mg/kg bw,3.3010299956639813,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1105,2007,1,single,,
SBPBAQFWLVIOKP-UHFFFAOYSA-N,CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,S=P(OC1=NC(=C(C=C1Cl)Cl)Cl)(OCC)OCC,0032921-88-2,Chlorpyrifos,,bird_acute_oral_ld50,31.80659527511482,mg/kg bw,1.5025171827078616,,Avian unspecified,Animalia;Chordata;Aves;Avian unspecified,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1273,2011,4,geomean,0.9904332724706538,high_cv
VJYIFXVZLXQVHO-UHFFFAOYSA-N,COc1nc(C)nc(NC(=O)NS(=O)(=O)c2ccccc2Cl)n1,Cc2nc(NC(=O)NS(=O)(=O)c1ccccc1Cl)nc(OC)n2,00364902-72-3,Chlorsulfuron,,bird_acute_oral_ld50,5000.000000000004,mg/kg bw,3.6989700043360187,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1164,2009,2,geomean,0.0,
HPNSNYBUADCFDR-UHFFFAOYSA-N,Cc1cc(C)cc(C(=O)N(NC(=O)c2ccc3c(c2C)CCCO3)C(C)(C)C)c1,CC1=CC(=CC(=C1)C(=O)N(C(C)(C)C)NC(=O)C2=C(C3=C(C=C2)OCCC3)C)C,003143807-66-3,Chromafenozide,,bird_acute_oral_ld50,2000.0,mg/kg bw,3.3010299956639813,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,2433,2013,1,single,,
YWTHVAKOGDVEOS-JWGBMQLESA-N,CCSC(C)CC1CC(=O)C(C(CC)=NOC/C=C/Cl)C(=O)C1,CC/C(=N\OC\C=C\Cl)C1=C(O)CC(CC(C)SCC)CC1=O,00399129-21-2,Clethodim,,bird_acute_oral_ld50,1639.9999999999993,mg/kg bw,3.214843848047698,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1242,2010,2,geomean,0.0,
JBDHZKLJNAIJNC-UHFFFAOYSA-N,C#CCOC(=O)C(C)Oc1ccc(Oc2ncc(Cl)cc2F)cc1,O=C(OCC#C)[C@H](OC1=CC=C(OC2=NC=C(Cl)C=C2F)C=C1)C,003105512-06-9,Clodinafop-propargyl,,bird_acute_oral_ld50,1372.0167206540789,mg/kg bw,3.137359404113846,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1372,2005,7,geomean,0.2299525330663222,
UXADOQPNKNTIHB-UHFFFAOYSA-N,Clc1ccccc1-c1nnc(-c2ccccc2Cl)nn1,Clc3ccccc3c1nnc(nn1)c2ccccc2Cl,00374115-24-5,Clofentezine,,bird_acute_oral_ld50,4416.220103210436,mg/kg bw,3.6450507103795715,,Anas platyrhynchos,Animalia;Chordata;Aves;Anas platyrhynchos,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1182,2009,2,geomean,0.5211200591377967,high_cv
KIEDNEWSYUYDSN-UHFFFAOYSA-N,CC1(C)CON(Cc2ccccc2Cl)C1=O,O=C1N(CC(C=CC=C2)=C2Cl)OCC(C)1C,00381777-89-1,Clomazone,,bird_acute_oral_ld50,2509.9999999999995,mg/kg bw,3.399673721481038,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1106,2007,2,geomean,0.0,
YXKMMRDKEKCERS-UHFFFAOYSA-N,Cc1ccc(-c2c(Cl)nc(C#N)n2S(=O)(=O)N(C)C)cc1,O=S(N1C(C#N)=NC(Cl)=C1C2=CC=C(C)C=C2)(N(C)C)=O,003120116-88-3,Cyazofamid,,bird_acute_oral_ld50,1856.1517195294857,mg/kg bw,3.2686134720237146,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,2836,2016,6,geomean,0.15681251944400199,
RAMUASXTSSXCMB-UHFFFAOYSA-N,CC(NC(=O)c1cc(Cl)cc(Br)c1NC(=O)c1cc(Br)nn1-c1ncccc1Cl)C1CC1,CC(C1CC1)NC(=O)C2=CC(=CC(=C2NC(=O)C3=CC(=NN3C4=C(C=CC=N4)Cl)Br)Br)Cl,0031031756-98-5,Cyclaniliprole,,bird_acute_oral_ld50,1414.2135623730949,mg/kg bw,3.1505149978319906,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,2803,2016,2,geomean,0.4714045207910317,
GOJRHLKLWMSXMB-UHFFFAOYSA-N,CCCC(=NOCC)C1C(=O)CC(C2CCCSC2)CC1=O,CCC/C(=N\OCC)C=1C(=O)CC(CC=1O)C2CCCSC2,003101205-02-1,Cycloxydim,,bird_acute_oral_ld50,996.7948635501685,mg/kg bw,2.9986057914162525,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1221,2010,2,geomean,0.8514281588269931,high_cv
AWSZRJQNBMEZOI-UHFFFAOYSA-N,COCCOC(=O)C(C#N)(C(=O)c1ccccc1C(F)(F)F)c1ccc(C(C)(C)C)cc1,CC(C)(C)C1=CC=C(C=C1)C(C#N)(C(=O)C2=CC=CC=C2C(F)(F)F)C(=O)OCCOC,003400882-07-7,Cyflumetofen,,bird_acute_oral_ld50,2121.3203435596424,mg/kg bw,3.326606256887672,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1311,2012,2,geomean,0.0831890330807703,
XERJKGMBORTKEO-UHFFFAOYSA-N,CCNC(=O)NC(=O)C(C#N)=NOC,CCNC(=O)NC(=O)C(=NOC)C#N,00357966-95-7,Cymoxanil,,bird_acute_oral_ld50,1013.159403820178,mg/kg bw,3.0056777797662604,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1136,2008,3,geomean,0.7074573721055978,high_cv
UFNOUKDBUJZYDE-UHFFFAOYSA-N,CC(C1CC1)C(O)(Cn1cncn1)c1ccc(Cl)cc1,ClC1=CC=C(C(CN2C=NC=N2)(C(C)C3CC3)O)C=C1,00394361-06-5,Cyproconazole,,bird_acute_oral_ld50,258.6056879539114,mg/kg bw,2.412638072825237,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1265,2010,4,geomean,1.5502835406429962,high_cv
HAORKNGNJCEJBX-UHFFFAOYSA-N,Cc1cc(C2CC2)nc(Nc2ccccc2)n1,CC1=NC(NC3=CC=CC=C3)=NC(C2CC2)=C1,003121552-61-2,Cyprodinil,,bird_acute_oral_ld50,793.700525984099,mg/kg bw,2.8996566681120064,,Anas platyrhynchos,Animalia;Chordata;Aves;Anas platyrhynchos,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1062,2006,3,geomean,0.8660254037844386,high_cv
LVQDKIWDGQRHTE-UHFFFAOYSA-N,Nc1nc(N)nc(NC2CC2)n1,Nc2nc(N)nc(NC1CC1)n2,00366215-27-8,Cyromazine,,bird_acute_oral_ld50,1799.0329271966561,mg/kg bw,3.255039112188768,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1137,2008,4,geomean,0.35630848681102617,
QAYICIQNSGETAS-UHFFFAOYSA-N,CN1CSC(=S)N(C)C1,CN1CSC(=S)N(C)C1,003533-74-4,Dazomet,,bird_acute_oral_ld50,444.1685100171816,mg/kg bw,2.6475477653548474,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1249,2010,3,geomean,0.10219487589499024,
ZFQMTVNLDNXRNQ-UHFFFAOYSA-O,CC[N+](CC)(CC(=O)Nc1c(C)cccc1C)Cc1ccccc1,CC[N+](CC)(CC1=CC=CC=C1)CC(=O)NC2=C(C=CC=C2C)C.C1=CC=C(C=C1)C(=O)[O-],0033734-33-6,Denathonium benzoate,,bird_acute_oral_ld50,196.0,mg/kg bw,2.292256071356476,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1301,2012,1,single,,
WZJZMXBKUWKXTQ-UHFFFAOYSA-N,CCOC(=O)Nc1cccc(OC(=O)Nc2ccccc2)c1,CCOC(=O)NC1=CC(=CC=C1)OC(=O)NC2=CC=CC=C2,00313684-56-5,Desmedipham,,bird_acute_oral_ld50,2000.0,mg/kg bw,3.3010299956639813,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,3028,2018,1,single,,
FHIVAFMUCKRCQO-UHFFFAOYSA-N,CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1,CCOP(=S)(OCC)Oc1cc(C)nc(n1)C(C)C,003333-41-5,Diazinon,,bird_acute_oral_ld50,2.3698101189757796,mg/kg bw,0.37471354956087444,,Anas platyrhynchos,Animalia;Chordata;Aves;Anas platyrhynchos,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1093,2006,2,geomean,0.6514916410932236,high_cv
IWEDIXLBFLAXBO-UHFFFAOYSA-N,COc1c(Cl)ccc(Cl)c1C(=O)O,COC1=C(C=CC(=C1C(=O)O)Cl)Cl,0031918-00-9,Dicamba,,bird_acute_oral_ld50,662.018021334842,mg/kg bw,2.820869811886453,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1276,2011,5,geomean,0.6998208269407856,high_cv
YOYAIZYFCNQIRF-UHFFFAOYSA-N,N#Cc1c(Cl)cccc1Cl,Clc1cccc(Cl)c1C#N,0031194-65-6,Dichlobenil,,bird_acute_oral_ld50,409.87683915211545,mg/kg bw,2.6126533783979413,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1227,2010,8,geomean,0.887325176243957,high_cv
MZHCENGPTKEIGP-UHFFFAOYSA-N,CC(Oc1ccc(Cl)cc1Cl)C(=O)O,Clc1cc(Cl)ccc1O[C@H](C)C(=O)O,00315165-67-0,Dichlorprop-P,,bird_acute_oral_ld50,446.373888174664,mg/kg bw,2.6496987814641604,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1063,2006,5,geomean,1.7417855945172345,high_cv
CEEDFYRUPAWDOU-UHFFFAOYSA-N,CCCCC(CC)COC(=O)C(C)Oc1ccc(Cl)cc1Cl,CCCCC(CC)COC(=O)[C@@H](C)OC1=C(C=C(C=C1)Cl)Cl,003865363-39-9,Dichlorprop-P-2-ethylhexyl,,bird_acute_oral_ld50,1010.0,mg/kg bw,3.0043213737826426,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,3110,2018,1,single,,
BACHBFVBHLGWSL-UHFFFAOYSA-N,COC(=O)C(C)Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1,CC(C(=O)OC)OC1=CC=C(C=C1)OC2=C(C=C(C=C2)Cl)Cl,00351338-27-3,Diclofop-methyl,,bird_acute_oral_ld50,2813.6661830503554,mg/kg bw,3.4492725709029712,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1236,2010,3,geomean,0.4184167681205715,
BIXZHMJUSMUDOQ-UHFFFAOYSA-N,Nc1c(Cl)cc([N+](=O)[O-])cc1Cl,Nc1c(Cl)cc(cc1Cl)[N+](=O)[O-],00399-30-9,Dicloran,,bird_acute_oral_ld50,945.832966226067,mg/kg bw,2.975814446918319,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1225,2010,2,geomean,0.07018800151165308,
