inchikey,smiles_canonical,smiles_original,cas,name,chembl_id,endpoint,value,value_units,value_log,value_class,species,species_taxonomy,test_type,exposure_route,exposure_duration_h,effect,source,source_ref,source_record_id,year_reported,aggregation_n,aggregation_method,aggregation_cv,quality_flags
UTBJLKDVQNCKAS-UHFFFAOYSA-N,Cn1cc(C(N)=O)c(C(F)(F)F)n1,CN1C=C(C(=N1)C(F)(F)F)C(=O)N,00361213-25-0,"(3RS,4RS;3RS,4SR)-3-chloro-4-chloromethyl-1-(alpha,alpha,alpha-trifluoro-m-tolyl)-2-pyrrolidone with ratio of (1RS,2RS)(trans)- and (1RS,2SR)(cis)-isomers not exactly 3:1",,bird_acute_oral_ld50,1126.277052949229,mg/kg bw,3.051645235778875,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1255,2010,2,geomean,0.8051726851467257,high_cv
DXIOOXFZLKCVHK-LAVBQPAMSA-N,CN[C@H]1[C@H](C)O[C@@H](O[C@H]2[C@H](C)O[C@@H](O[C@@H]3/C(C)=C/C[C@@H]4C[C@@H](C[C@]5(C=C[C@H](C)[C@@H](C(C)C)O5)O4)OC(=O)C4C=C(C)[C@@H](O)[C@H]5OC/C(=C\C=C\[C@@H]3C)[C@@]45O)C[C@@H]2OC)C[C@@H]1OC,CC(C)[C@@H]1[C@@H](C)C=C[C@]2(C[C@@H]3C[C@@H](C/C=C(\C)/[C@H]([C@@H](C)/C=C/C=C/4\CO[C@@H]5[C@@H](C(=C[C@@H](C(=O)O3)[C@]45O)C)O)O[C@H]3C[C@@H]([C@H]([C@H](C)O3)O[C@H]3C[C@@H]([C@H]([C@H](C)O3)NC)OC)OC)O2)O1,003121424-52-0,Emamectin,,bird_acute_oral_ld50,37.0,mg/kg bw,1.568201724066995,,Anas platyrhynchos,Animalia;Chordata;Aves;Anas platyrhynchos,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,3525,2012,1,single,,
CXEGAUYXQAKHKJ-LKMRTRKKSA-N,CC[C@H](C)[C@H]1O[C@]2(C=C[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](NC)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=CC(C(=O)O1)[C@]34O)O2,CC[C@H](C)[C@@H]1[C@@H](C)C=C[C@]2(C[C@@H]3C[C@@H](C/C=C(\C)/[C@H]([C@@H](C)/C=C/C=C/4\CO[C@@H]5[C@@H](C(=C[C@@H](C(=O)O3)[C@]45O)C)O)O[C@H]3C[C@@H]([C@H]([C@H](C)O3)O[C@H]3C[C@@H]([C@H]([C@H](C)O3)NC)OC)OC)O2)O1,003121124-29-6,Emamectin,,bird_acute_oral_ld50,37.0,mg/kg bw,1.568201724066995,,Anas platyrhynchos,Animalia;Chordata;Aves;Anas platyrhynchos,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,3525,2012,1,single,,
ZMYFCFLJBGAQRS-UHFFFAOYSA-N,Fc1ccc(C2(Cn3cncn3)OC2c2ccccc2Cl)cc1,ClC3=C(C=CC=C3)C1OC(C4=CC=C(F)C=C4)1CN2N=CN=C2,003133855-98-8,Epoxiconazole,,bird_acute_oral_ld50,1750.8498929597965,mg/kg bw,3.2432489139568346,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1123,2008,5,geomean,0.7756409140721773,high_cv
NYPJDWWKZLNGGM-UHFFFAOYSA-N,CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1,CC(C)C(C1=CC=C(C=C1)Cl)C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3,00366230-04-4,Esfenvalerate,,bird_acute_oral_ld50,3342.1358952347346,mg/kg bw,3.524024104848415,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,2569,2014,5,geomean,0.7990522698680902,high_cv
ZINJLDJMHCUBIP-UHFFFAOYSA-N,CCOc1nc(NC)nc(NC(=O)NS(=O)(=O)c2ccccc2C(=O)OC)n1,CCOC1=NC(=NC(=N1)NC)NC(=O)NS(=O)(=O)C2=CC=CC=C2C(=O)OC,00397780-06-8,Ethametsulfuron methyl,,bird_acute_oral_ld50,1805.193335183966,mg/kg bw,3.2565237214256793,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,2437,2014,3,geomean,0.3328278485755808,
UDPGUMQDCGORJQ-UHFFFAOYSA-N,O=P(O)(O)CCCl,ClCCP(O)(=O)O,00316672-87-0,Ethephon,,bird_acute_oral_ld50,788.3279274505998,mg/kg bw,2.896706912231854,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1140,2009,3,geomean,0.5657654118846873,high_cv
BBXXLROWFHWFQY-UHFFFAOYSA-N,CCCCc1c(C)[nH]c(NCC)nc1=O,CCCCC1=C(NC(=NC1=O)NCC)C,00323947-60-6,Ethirimol,,bird_acute_oral_ld50,3000.0,mg/kg bw,3.4771212547196626,,Phasianus colchicus,Animalia;Chordata;Aves;Phasianus colchicus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1245,2010,1,single,,
IRCMYGHHKLLGHV-UHFFFAOYSA-N,CCOC1Oc2ccc(OS(C)(=O)=O)cc2C1(C)C,O=S(OC2=CC1=C(C=C2)OC(OCC)C(C)1C)(C)=O,00326225-79-6,Ethofumesate,,bird_acute_oral_ld50,3775.9999999999995,mg/kg bw,3.5770319856260313,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,2756,2016,2,geomean,0.0,
VJYFKVYYMZPMAB-UHFFFAOYSA-N,CCCSP(=O)(OCC)SCCC,O=P(SCCC)(OCC)SCCC,00313194-48-4,Ethoprophos,,bird_acute_oral_ld50,5.021125972937965,mg/kg bw,0.7008011173443792,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1077,2006,3,geomean,0.28626177334096553,
YREQHYQNNWYQCJ-UHFFFAOYSA-N,CCOc1ccc(C(C)(C)COCc2cccc(Oc3ccccc3)c2)cc1,CCOC1=CC=C(C=C1)C(C)(C)COCC2=CC(=CC=C2)OC3=CC=CC=C3,00380844-07-1,Etofenprox,,bird_acute_oral_ld50,1122.4972160321825,mg/kg bw,3.0501852725587817,,Anas platyrhynchos,Animalia;Chordata;Aves;Anas platyrhynchos,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1169,2009,2,geomean,0.7366815895251484,high_cv
IXSZQYVWNJNRAL-UHFFFAOYSA-N,CCOc1cc(C(C)(C)C)ccc1C1COC(c2c(F)cccc2F)=N1,FC2=C(C(F)=CC=C2)C1=NC(C3=C(OCC)C=C(C(C)(C)C)C=C3)CO1,003153233-91-1,Etoxazole,,bird_acute_oral_ld50,2000.0,mg/kg bw,3.3010299956639813,,Anas platyrhynchos,Animalia;Chordata;Aves;Anas platyrhynchos,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,3011,2017,1,single,,
KQTVWCSONPJJPE-UHFFFAOYSA-N,CCOc1nc(C(Cl)(Cl)Cl)ns1,ClC(Cl)(Cl)C1=NSC(OCC)=N1,0032593-15-9,Etridiazole,,bird_acute_oral_ld50,560.0,mg/kg bw,2.7481880270062002,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1247,2010,1,single,,
RRAFCDWBNXTKKO-UHFFFAOYSA-N,C=CCc1ccc(O)c(OC)c1,COC1=C(C=CC(=C1)CC=C)O,00397-53-0,Eugenol formulation (Mevalone 3AEY),,bird_acute_oral_ld50,10000.0,mg/kg bw,4.0,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1345,2012,1,single,,
PCCSBWNGDMYFCW-UHFFFAOYSA-N,CC1(c2ccc(Oc3ccccc3)cc2)OC(=O)N(Nc2ccccc2)C1=O,CC1(C(=O)N(C(=O)O1)NC2=CC=CC=C2)C3=CC=C(C=C3)OC4=CC=CC=C4,003131807-57-3,Famoxadone,,bird_acute_oral_ld50,2250.0,mg/kg bw,3.3521825181113627,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,2676,2015,1,single,,
LMVPQMGRYSRMIW-UHFFFAOYSA-N,CSC1=NC(C)(c2ccccc2)C(=O)N1Nc1ccccc1,CC1(C(=O)N(C(=N1)SC)NC2=CC=CC=C2)C3=CC=CC=C3,003161326-34-7,Fenamidone,,bird_acute_oral_ld50,1402.1230412260022,mg/kg bw,3.1467861261704595,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,2776,2016,4,geomean,0.5208965469319945,high_cv
JNGWGQUYLVSFND-UHFFFAOYSA-N,CC1(c2ccccc2)NC(=O)NC1=O,CC1(C(=O)NC(=O)N1)C2=CC=CC=C2,0036843-49-8,Fenamidone metabolite (RPA 412636),,bird_acute_oral_ld50,2498.0,mg/kg bw,3.3975924340381165,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,2776,2016,1,single,,
QHSLNWMUUSLDBW-UHFFFAOYSA-N,CSC1=NC(=O)C(C)(c2ccccc2)N1,CC1(C(=O)NC(=N1)SC)C2=CC=CC=C2,,Fenamidone metabolite (RPA 412708),,bird_acute_oral_ld50,723.0,mg/kg bw,2.859138297294531,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,2776,2016,1,single,,
DMYHGDXADUDKCQ-UHFFFAOYSA-N,CC(C)(C)c1ccc(CCOc2ncnc3ccccc23)cc1,CC(C)(C)C3=CC=C(C=C3)CCOC1=NC=NC2=C1C=CC=C2,003120928-09-8,Fenazaquin,,bird_acute_oral_ld50,1714.5472027382623,mg/kg bw,3.234149446060218,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1263,2010,7,geomean,0.1596675420391338,
RQDJADAKIFFEKQ-UHFFFAOYSA-N,N#CC(CCc1ccc(Cl)cc1)(Cn1cncn1)c1ccccc1,ClC1=CC=C(CCC(C#N)(CN3N=CN=C3)C2=CC=CC=C2)C=C1,003114369-43-6,Fenbuconazole,,bird_acute_oral_ld50,2150.0,mg/kg bw,3.3324384599156054,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1212,2010,1,single,,
VDLGAVXLJYLFDH-UHFFFAOYSA-N,CC1(C(=O)Nc2ccc(O)c(Cl)c2Cl)CCCCC1,CC1(CCCCC1)C(=O)NC2=C(C(=C(C=C2)O)Cl)Cl,003126833-17-8,Fenhexamid,,bird_acute_oral_ld50,1999.9999999999998,mg/kg bw,3.3010299956639813,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,2543,2014,2,geomean,0.0,
ZNOLGFHPUIJIMJ-UHFFFAOYSA-N,COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(C)c1,COP(=S)(OC)Oc1ccc(c(C)c1)[N+](=O)[O-],003122-14-5,Fenitrothion,,bird_acute_oral_ld50,97.31501318583254,mg/kg bw,1.9881798458263413,,Avian unspecified,Animalia;Chordata;Aves;Avian unspecified,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1070,2006,11,geomean,1.64719971858682,"extreme_variance,high_cv"
PQKBPHSEKWERTG-UHFFFAOYSA-N,CCOC(=O)C(C)Oc1ccc(Oc2nc3ccc(Cl)cc3o2)cc1,CCOC(=O)[C@@H](C)OC1=CC=C(C=C1)OC2=NC3=C(O2)C=C(C=C3)Cl,00371283-80-2,Fenoxaprop-P-ethyl,,bird_acute_oral_ld50,2000.0,mg/kg bw,3.3010299956639813,,Avian unspecified,Animalia;Chordata;Aves;Avian unspecified,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1114,2007,1,single,,
HJUFTIJOISQSKQ-UHFFFAOYSA-N,CCOC(=O)NCCOc1ccc(Oc2ccccc2)cc1,O=C(NCCOC1=CC=C(OC2=CC=CC=C2)C=C1)OCC,00372490-01-8,Fenoxycarb,,bird_acute_oral_ld50,4582.575694955838,mg/kg bw,3.6611096473669598,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1243,2010,2,geomean,0.565685424949238,high_cv
QGTOTYJSCYHYFK-YQVATOMWSA-N,COc1ccnc(C(=O)NC2COC(=O)C(Cc3ccccc3)[C@@H](OC(=O)C(C)C)[C@H](C)OC2=O)c1OCOC(=O)C(C)C,C[C@H]1[C@@H]([C@H](C(=O)OC[C@H](C(=O)O1)NC(=O)C2=NC=CC(=C2OCOC(=O)C(C)C)OC)CC3=CC=CC=C3)OC(=O)C(C)C,003517875-34-2,Fenpicoxamid,,bird_acute_oral_ld50,2000.0,mg/kg bw,3.3010299956639813,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,3027,2018,1,single,,
UTOHZQYBSYOOGC-UHFFFAOYSA-N,C=CCSC(=O)n1c(N)c(-c2ccccc2C)c(=O)n1C(C)C,n1(c(c(c(=O)n1C(C)C)c1ccccc1C)N)C(=O)SCC=C,003473798-59-3,Fenpyrazamine,,bird_acute_oral_ld50,2000.0,mg/kg bw,3.3010299956639813,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1307,2012,1,single,,
YYJNOYZRYGDPNH-MFKUBSTISA-N,Cc1nn(C)c(Oc2ccccc2)c1/C=N/OCc1ccc(C(=O)OC(C)(C)C)cc1,CC1=NN(C(=C1/C=N/OCC2=CC=C(C=C2)C(=O)OC(C)(C)C)OC3=CC=CC=C3)C,003134098-61-6,Fenpyroximate,,bird_acute_oral_ld50,1438.3932696295612,mg/kg bw,3.15787764229128,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1163,2008,6,geomean,0.4101574268833487,
XPPKVPWEQAFLFU-UHFFFAOYSA-N,O=P(O)(O)OP(=O)(O)O,[Fe+3].[Fe+3].[Fe+3].[Fe+3].[O-]P([O-])(=O)OP([O-])([O-])=O.[O-]P([O-])(=O)OP([O-])([O-])=O.[O-]P([O-])(=O)OP([O-])([O-])=O,00310058-44-3,Ferric pyrophosphate,,bird_acute_oral_ld50,2000.0,mg/kg bw,3.3010299956639813,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,3419,2020,1,single,,
ZOCSXAVNDGMNBV-UHFFFAOYSA-N,N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1[S+]([O-])C(F)(F)F,C1=C(C=C(C(=C1Cl)N2C(=C(C(=N2)C#N)S(=O)C(F)(F)F)N)Cl)C(F)(F)F,003120068-37-3,Fipronil,,bird_acute_oral_ld50,108.37790282362543,mg/kg bw,2.0349407429031743,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1076,2006,8,geomean,1.3172124398788743,high_cv
HWATZEJQIXKWQS-UHFFFAOYSA-N,COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2ncccc2C(F)(F)F)n1,COC1=CC(=NC(=N1)NC(=O)NS(=O)(=O)C2=C(C=CC=N2)C(F)(F)F)OC,003104040-78-0,Flazasulfuron,,bird_acute_oral_ld50,1755.472642514283,mg/kg bw,3.244394065759408,,Avian unspecified,Animalia;Chordata;Aves;Avian unspecified,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,2868,2016,4,geomean,0.31142620374277125,
RLQJEEJISHYWON-UHFFFAOYSA-N,N#CCNC(=O)c1cnccc1C(F)(F)F,O=C(NCC#N)c1cnccc1C(F)(F)F,003158062-67-0,Flonicamid,,bird_acute_oral_ld50,1006.8056654260193,mg/kg bw,3.002945650714561,,Avian unspecified,Animalia;Chordata;Aves;Avian unspecified,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1204,2010,5,geomean,0.7283647683849238,high_cv
QZXATCCPQKOEIH-UHFFFAOYSA-N,COc1ncc(F)c2nc(S(=O)(=O)Nc3c(F)cccc3F)nn12,COC1=NC=C(C2=NC(=NN21)S(=O)(=O)NC3=C(C=CC=C3F)F)F,003145701-23-1,Florasulam,,bird_acute_oral_ld50,1046.0,mg/kg bw,3.0195316845312554,,Coturnix japonica,Animalia;Chordata;Aves;Coturnix japonica,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,2593,2015,1,single,,
WNZCDFOXYNRBRB-UHFFFAOYSA-N,COc1c(Cl)ccc(-c2nc(C(=O)OCc3ccccc3)c(Cl)c(N)c2F)c1F,COC1=C(C=CC(=C1F)C2=NC(=C(C(=C2F)N)Cl)C(=O)OCC3=CC=CC=C3)Cl,0031390661-72-9,Florpyrauxifen-benzyl,,bird_acute_oral_ld50,2250.0,mg/kg bw,3.3521825181113627,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,3114,2018,1,single,,
VAIZTNZGPYBOGF-UHFFFAOYSA-N,CCCCOC(=O)C(C)Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1,CCCCOC(=O)[C@@H](C)OC1=CC=C(C=C1)OC2=NC=C(C=C2)C(F)(F)F,00379241-46-6,Fluazifop-P-butyl,,bird_acute_oral_ld50,2814.249455894058,mg/kg bw,3.449362590794747,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1267,2010,4,geomean,0.37973373409787464,
UZCGKGPEKUCDTF-UHFFFAOYSA-N,O=[N+]([O-])c1cc(C(F)(F)F)c(Cl)c([N+](=O)[O-])c1Nc1ncc(C(F)(F)F)cc1Cl,C1=C(C=NC(=C1Cl)NC2=C(C=C(C(=C2[N+](=O)[O-])Cl)C(F)(F)F)[N+](=O)[O-])C(F)(F)F,00379622-59-6,Fluazinam,,bird_acute_oral_ld50,1782.0,mg/kg bw,3.250907699700856,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1122,2008,1,single,,
ZGNITFSDLCMLGI-UHFFFAOYSA-N,Cc1cc(C(F)(C(F)(F)F)C(F)(F)F)ccc1NC(=O)c1cccc(I)c1C(=O)NC(C)(C)CS(C)(=O)=O,CC1=C(C=CC(=C1)C(C(F)(F)F)(C(F)(F)F)F)NC(=O)C2=C(C(=CC=C2)I)C(=O)NC(C)(C)CS(=O)(=O)C,003272451-65-7,Flubendiamide,,bird_acute_oral_ld50,1302.8748999104096,mg/kg bw,3.1149027174110753,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,2425,2013,3,geomean,0.40069416272854746,
MUJOIMFVNIBMKC-UHFFFAOYSA-N,N#Cc1c[nH]cc1-c1cccc2c1OC(F)(F)O2,FC3(F)OC(C(O3)=CC=C2)=C2C1=CNC=C1C#N,003131341-86-1,Fludioxonil,,bird_acute_oral_ld50,2000.0,mg/kg bw,3.3010299956639813,,Avian unspecified,Animalia;Chordata;Aves;Avian unspecified,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1107,2007,1,single,,
RYLHNOVXKPXDIP-UHFFFAOYSA-N,O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Oc2ccc(C(F)(F)F)cc2Cl)cc1F,O=C(NC(NC2=C(F)C=C(OC3=C(Cl)C=C(C(F)(F)F)C=C3)C=C2)=O)C1=C(F)C=CC=C1F,003101463-69-8,Flufenoxuron,,bird_acute_oral_ld50,1454.5899735427045,mg/kg bw,3.162740589663242,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1286,2011,3,geomean,0.29357598036126303,
PWNAWOCHVWERAR-UHFFFAOYSA-N,CCN(Cc1c(F)cccc1Cl)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],CCN(CC1=C(C=CC=C1Cl)F)C2=C(C=C(C=C2[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-],00362924-70-3,Flumetralin,,bird_acute_oral_ld50,2000.0,mg/kg bw,3.3010299956639813,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,2583,2014,1,single,,
FOUWCSDKDDHKQP-UHFFFAOYSA-N,C#CCN1C(=O)COc2cc(F)c(N3C(=O)C4=C(CCCC4)C3=O)cc21,C#CCN1C(=O)COC2=CC(=C(C=C21)N3C(=O)C4=C(C3=O)CCCC4)F,003103361-09-7,Flumioxazin,,bird_acute_oral_ld50,1971.2179933059037,mg/kg bw,3.2947346547486376,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,2509,2014,3,geomean,0.21229360471948489,
RZILCCPWPBTYDO-UHFFFAOYSA-N,CN(C)C(=O)Nc1cccc(C(F)(F)F)c1,CN(C)C(=O)Nc1cccc(c1)C(F)(F)F,0032164-17-2,Fluometuron,,bird_acute_oral_ld50,2528.65576937629,mg/kg bw,3.4028897120507704,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1272,2011,2,geomean,0.22742232150574365,
GBOYJIHYACSLGN-UHFFFAOYSA-N,O=C(NCc1ncc(C(F)(F)F)cc1Cl)c1c(Cl)cccc1Cl,C1=CC(=C(C(=C1)Cl)C(=O)NCC2=C(C=C(C=N2)C(F)(F)F)Cl)Cl,003239110-15-7,Fluopicolide,,bird_acute_oral_ld50,2250.0,mg/kg bw,3.3521825181113627,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1186,2009,1,single,,
KVDJTXBXMWJJEF-UHFFFAOYSA-N,O=C(NCCc1ncc(C(F)(F)F)cc1Cl)c1ccccc1C(F)(F)F,C1=CC=C(C(=C1)C(=O)NCCC2=C(C=C(C=N2)C(F)(F)F)Cl)C(F)(F)F,003658066-35-4,Fluopyram,,bird_acute_oral_ld50,2000.0,mg/kg bw,3.3010299956639813,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,2177,2013,1,single,,
QOIYTRGFOFZNKF-UHFFFAOYSA-N,O=C1C=C(N(Cc2ccc(Cl)nc2)CC(F)F)CO1,C1C(=CC(=O)O1)N(CC2=CN=C(C=C2)Cl)CC(F)F,003951659-40-8,Flupyradifurone,,bird_acute_oral_ld50,232.0,mg/kg bw,2.3654879848909,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,2611,2015,1,single,,
DTVOKYWXACGVGO-UHFFFAOYSA-N,COC(=O)c1ccc(C(F)(F)F)nc1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,COC1=CC(=NC(=N1)[N-]C(=O)NS(=O)(=O)C2=C(C=CC(=N2)C(F)(F)F)C(=O)OC)OC.[Na+],003144740-54-5,Flupyrsulfuron-methyl-sodium,,bird_acute_oral_ld50,1900.9208294929067,mg/kg bw,3.278964029527012,,Coturnix japonica,Animalia;Chordata;Aves;Coturnix japonica,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,2571,2014,2,geomean,0.23619126923451067,
IJJVMEJXYNJXOJ-UHFFFAOYSA-N,O=c1c2cc(F)ccc2nc(-n2cncn2)n1-c1ccc(Cl)cc1Cl,Clc4ccc(N1C(=O)c3cc(F)ccc3N=C1n2cncn2)c(Cl)c4,003136426-54-5,Fluquinconazole,,bird_acute_oral_ld50,1110.3753711970833,mg/kg bw,3.045469820301139,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1288,2011,7,geomean,0.5547729099145827,high_cv
MEFQWPUMEMWTJP-UHFFFAOYSA-N,Nc1c(Cl)c(F)nc(OCC(=O)O)c1Cl,NC1=C(Cl)C(F)=NC(OCC(O)=O)=C1Cl,00369377-81-7,Fluroxypyr,,bird_acute_oral_ld50,2121.3203435596424,mg/kg bw,3.326606256887672,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1287,2011,2,geomean,0.0831890330807703,
OLZQTUCTGLHFTQ-UHFFFAOYSA-N,CCCCCCC(C)OC(=O)COc1nc(F)c(Cl)c(N)c1Cl,CCCCCCC(C)OC(=O)COC1=NC(=C(C(=C1Cl)N)Cl)F,00381406-37-3,Fluroxypyr-meptyl,,bird_acute_oral_ld50,2000.0,mg/kg bw,3.3010299956639813,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1287,2011,1,single,,
VEVZCONIUDBCDC-UHFFFAOYSA-N,CC(C)C(O)(c1ccc(OC(F)(F)F)cc1)c1cncnc1,OC(C(C)C)(c1cncnc1)c2ccc(OC(F)(F)F)cc2,00356425-91-3,Flurprimidol,,bird_acute_oral_ld50,3005.3303814001606,mg/kg bw,3.477892221740442,,Colinus virginianus,Animalia;Chordata;Aves;Colinus virginianus,in_vivo,oral,24.0,mortality,EFSA OpenFoodTox,EFSA Chemical Hazards Database,1133,2008,9,geomean,0.4743416490252569,
